Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2020 JIF
PSYCHOTHERAPIE PSYCHOSOMATIK MEDIZINISCHE PSYCHOLOGIE,PSYCHOTHERAPIE PSYCHOSOMATIK MEDIZINISCHE PSYCHOLOGIE,0937-2032,1439-1058,"PSYCHOLOGY, CLINICAL - SSCI(Q4)",1.312,1.43
APPLICABLE ANALYSIS,APPLICABLE ANALYSIS,0003-6811,1563-504X,"MATHEMATICS, APPLIED - SCIE(Q3)",1.305,1.429
Iranian Journal of Public Health,Iranian Journal of Public Health,2251-6085,2251-6093,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE(Q4); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI(Q4)",1.385,1.429
Iranian Journal of Public Health,Iranian Journal of Public Health,2251-6085,2251-6093,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE(Q4); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI(Q4)",1.385,1.429
JOURNAL OF CHILD LANGUAGE,JOURNAL OF CHILD LANGUAGE,0305-0009,1469-7602,"LINGUISTICS - SSCI(Q1); PSYCHOLOGY, EXPERIMENTAL - SSCI(Q2); PSYCHOLOGY, DEVELOPMENTAL - SSCI(Q3)",1.325,1.429
Psicologia-Reflexao e Critica,Psicologia-Reflexao e Critica,0102-7972,1678-7153,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI(Q3)",1.357,1.429
STUDIES IN HISTORY AND PHILOSOPHY OF SCIENCE,STUDIES IN HISTORY AND PHILOSOPHY OF SCIENCE,0039-3681,1879-2510,HISTORY & PHILOSOPHY OF SCIENCE - AHCI(N/A); HISTORY & PHILOSOPHY OF SCIENCE - SCIE(Q2); HISTORY & PHILOSOPHY OF SCIENCE - SSCI(Q2),1.41,1.429
STUDIES IN HISTORY AND PHILOSOPHY OF SCIENCE,STUDIES IN HISTORY AND PHILOSOPHY OF SCIENCE,0039-3681,1879-2510,HISTORY & PHILOSOPHY OF SCIENCE - AHCI(N/A); HISTORY & PHILOSOPHY OF SCIENCE - SCIE(Q2); HISTORY & PHILOSOPHY OF SCIENCE - SSCI(Q2),1.41,1.429
AIMS Mathematics,AIMS Mathematics,N/A,2473-6988,"MATHEMATICS - SCIE(Q1); MATHEMATICS, APPLIED - SCIE(Q1)",1.213,1.427
AFRICAN JOURNAL OF ECOLOGY,AFRICAN JOURNAL OF ECOLOGY,0141-6707,1365-2028,ECOLOGY - SCIE(Q4),1.287,1.426
ORGANIZATIONAL DYNAMICS,ORGANIZATIONAL DYNAMICS,0090-2616,1873-3530,"BUSINESS - SSCI(Q4); PSYCHOLOGY, APPLIED - SSCI(Q4); MANAGEMENT - SSCI(Q4)",1.397,1.426
Postepy w Kardiologii Interwencyjnej,Postepy w Kardiologii Interwencyjnej,1734-9338,1897-4295,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE(Q4),1.209,1.426
Swiss Journal of Palaeontology,Swiss Journal of Palaeontology,1664-2376,1664-2384,PALEONTOLOGY - SCIE(Q2),1.407,1.426
ZEITSCHRIFT FUR NATURFORSCHUNG SECTION A-A JOURNAL OF PHYSICAL SCIENCES,ZEITSCHRIFT FUR NATURFORSCHUNG SECTION A-A JOURNAL OF PHYSICAL SCIENCES,0932-0784,1865-7109,"PHYSICS, MULTIDISCIPLINARY - SCIE(Q3); CHEMISTRY, PHYSICAL - SCIE(Q4)",1.296,1.426
EUROPEAN PHYSICAL JOURNAL D,EUROPEAN PHYSICAL JOURNAL D,1434-6060,1434-6079,"OPTICS - SCIE(Q4); PHYSICS, ATOMIC, MOLECULAR & CHEMICAL - SCIE(Q4)",1.318,1.425
FLORIDA ENTOMOLOGIST,FLORIDA ENTOMOLOGIST,0015-4040,1938-5102,ENTOMOLOGY - SCIE(Q3),1.333,1.425
JOURNAL OF DYNAMICAL AND CONTROL SYSTEMS,JOURNAL OF DYNAMICAL AND CONTROL SYSTEMS,1079-2724,1573-8698,"MATHEMATICS, APPLIED - SCIE(Q3); AUTOMATION & CONTROL SYSTEMS - SCIE(Q4)",1.205,1.425
JOURNAL OF POULTRY SCIENCE,JOURNAL OF POULTRY SCIENCE,1346-7395,1349-0486,"AGRICULTURE, DAIRY & ANIMAL SCIENCE - SCIE(Q3)",1.188,1.425
Mires and Peat,Mires and Peat,1819-754X,1819-754X,ENVIRONMENTAL SCIENCES - SCIE(Q4),1.264,1.425
ASIAN JOURNAL OF SOCIAL PSYCHOLOGY,ASIAN JOURNAL OF SOCIAL PSYCHOLOGY,1367-2223,1467-839X,"PSYCHOLOGY, SOCIAL - SSCI(Q4)",1.364,1.424
FAMILY & COMMUNITY HEALTH,FAMILY & COMMUNITY HEALTH,0160-6379,1550-5057,"FAMILY STUDIES - SSCI(Q3); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI(Q4)",1.409,1.424
JOURNAL OF STATISTICAL COMPUTATION AND SIMULATION,JOURNAL OF STATISTICAL COMPUTATION AND SIMULATION,0094-9655,1563-5163,"STATISTICS & PROBABILITY - SCIE(Q3); COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE(Q4)",1.285,1.424
MOTOR CONTROL,MOTOR CONTROL,1087-1640,1543-2696,NEUROSCIENCES - SCIE(Q4); SPORT SCIENCES - SCIE(Q4),1.359,1.422
NETHERLANDS JOURNAL OF MEDICINE,NETHERLANDS JOURNAL OF MEDICINE,0300-2977,1872-9061,"MEDICINE, GENERAL & INTERNAL - SCIE(Q4)",1.394,1.422
REGULAR & CHAOTIC DYNAMICS,REGULAR & CHAOTIC DYNAMICS,1560-3547,1468-4845,"MATHEMATICS, APPLIED - SCIE(Q2); PHYSICS, MATHEMATICAL - SCIE(Q2); MECHANICS - SCIE(Q4)",1.196,1.421
SYSTEMATIC AND APPLIED ACAROLOGY,SYSTEMATIC AND APPLIED ACAROLOGY,1362-1971,N/A,ENTOMOLOGY - SCIE(Q3),1.048,1.421
ZOO BIOLOGY,ZOO BIOLOGY,0733-3188,1098-2361,ZOOLOGY - SCIE(Q3); VETERINARY SCIENCES - SCIE(Q3),1.215,1.421
ACM Journal on Emerging Technologies in Computing Systems,ACM Journal on Emerging Technologies in Computing Systems,1550-4832,1550-4840,"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE - SCIE(Q3); ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE(Q3); NANOSCIENCE & NANOTECHNOLOGY - SCIE(Q4)",1.37,1.42
ARQUIVOS DE NEURO-PSIQUIATRIA,ARQUIVOS DE NEURO-PSIQUIATRIA,0004-282X,1678-4227,NEUROSCIENCES - SCIE(Q4); PSYCHIATRY - SCIE(Q4),1.328,1.42
JOURNAL OF ENGINEERING MATERIALS AND TECHNOLOGY-TRANSACTIONS OF THE ASME,JOURNAL OF ENGINEERING MATERIALS AND TECHNOLOGY-TRANSACTIONS OF THE ASME,0094-4289,1528-8889,"ENGINEERING, MECHANICAL - SCIE(Q4); MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q4)",1.387,1.419
MEDICAL HISTORY,MEDICAL HISTORY,0025-7273,2048-8343,HISTORY & PHILOSOPHY OF SCIENCE - AHCI(N/A); HISTORY & PHILOSOPHY OF SCIENCE - SCIE(Q1); HISTORY & PHILOSOPHY OF SCIENCE - SSCI(Q2); HEALTH CARE SCIENCES & SERVICES - SCIE(Q4),1.302,1.419
MEDICAL HISTORY,MEDICAL HISTORY,0025-7273,2048-8343,HISTORY & PHILOSOPHY OF SCIENCE - AHCI(N/A); HISTORY & PHILOSOPHY OF SCIENCE - SCIE(Q1); HISTORY & PHILOSOPHY OF SCIENCE - SSCI(Q2); HEALTH CARE SCIENCES & SERVICES - SCIE(Q4),1.302,1.419
Qualitative Theory of Dynamical Systems,Qualitative Theory of Dynamical Systems,1575-5460,1662-3592,"MATHEMATICS - SCIE(Q3); MATHEMATICS, APPLIED - SCIE(Q4)",1.333,1.419
Japan Journal of Nursing Science,Japan Journal of Nursing Science,1742-7932,1742-7924,NURSING - SSCI(Q3); NURSING - SCIE(Q3),1.266,1.418
Japan Journal of Nursing Science,Japan Journal of Nursing Science,1742-7932,1742-7924,NURSING - SSCI(Q3); NURSING - SCIE(Q3),1.266,1.418
REVISTA MEXICANA DE ASTRONOMIA Y ASTROFISICA,REVISTA MEXICANA DE ASTRONOMIA Y ASTROFISICA,0185-1101,N/A,ASTRONOMY & ASTROPHYSICS - SCIE(Q4),1.418,1.418
Endocrinologia Diabetes y Nutricion,Endocrinologia Diabetes y Nutricion,2530-0180,2530-0180,ENDOCRINOLOGY & METABOLISM - SCIE(Q4); NUTRITION & DIETETICS - SCIE(Q4),1.319,1.417
International Journal of Applied Mathematics and Computer Science,International Journal of Applied Mathematics and Computer Science,1641-876X,2083-8492,"MATHEMATICS, APPLIED - SCIE(Q1); COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE(Q3); AUTOMATION & CONTROL SYSTEMS - SCIE(Q3)",1.108,1.417
International Perspectives on Sexual and Reproductive Health,International Perspectives on Sexual and Reproductive Health,1944-0391,1944-0405,"DEMOGRAPHY - SSCI(Q2); SOCIAL SCIENCES, BIOMEDICAL - SSCI(Q2); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI(Q2)",1.167,1.417
JOURNAL OF FAMILY THERAPY,JOURNAL OF FAMILY THERAPY,0163-4445,1467-6427,"FAMILY STUDIES - SSCI(Q3); PSYCHOLOGY, CLINICAL - SSCI(Q4)",1.233,1.417
WILDFOWL,WILDFOWL,0954-6324,2052-6458,ORNITHOLOGY - SCIE(Q3),0.75,1.417
JOURNAL OF VACUUM SCIENCE & TECHNOLOGY B,JOURNAL OF VACUUM SCIENCE & TECHNOLOGY B,2166-2746,2166-2754,"PHYSICS, APPLIED - SCIE(Q4); ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE(Q4); NANOSCIENCE & NANOTECHNOLOGY - SCIE(Q4)",1.307,1.416
PERSPECTIVES IN BIOLOGY AND MEDICINE,PERSPECTIVES IN BIOLOGY AND MEDICINE,0031-5982,1529-8795,"HISTORY & PHILOSOPHY OF SCIENCE - SCIE(Q2); MEDICINE, RESEARCH & EXPERIMENTAL - SCIE(Q4)",1.393,1.416
POTENTIAL ANALYSIS,POTENTIAL ANALYSIS,0926-2601,1572-929X,MATHEMATICS - SCIE(Q2),1.267,1.416
Journal of Instrumentation,Journal of Instrumentation,1748-0221,1748-0221,INSTRUMENTS & INSTRUMENTATION - SCIE(Q4),1.069,1.415
SIAM JOURNAL ON COMPUTING,SIAM JOURNAL ON COMPUTING,0097-5397,1095-7111,"MATHEMATICS, APPLIED - SCIE(Q2); COMPUTER SCIENCE, THEORY & METHODS - SCIE(Q3)",1.368,1.414
ACM Transactions on Asian and Low-Resource Language Information Processing,ACM Transactions on Asian and Low-Resource Language Information Processing,2375-4699,2375-4702,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE(Q4)",1.107,1.413
Acta Montanistica Slovaca,Acta Montanistica Slovaca,1335-1788,N/A,"MINING & MINERAL PROCESSING - SCIE(Q3); GEOSCIENCES, MULTIDISCIPLINARY - SCIE(Q4)",1.173,1.413
EUROPEAN JOURNAL OF APPLIED MATHEMATICS,EUROPEAN JOURNAL OF APPLIED MATHEMATICS,0956-7925,1469-4425,"MATHEMATICS, APPLIED - SCIE(Q2)",1.391,1.413
Field Methods,Field Methods,1525-822X,1552-3969,"ANTHROPOLOGY - SSCI(Q2); SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI(Q3)",1.348,1.413
Mining Metallurgy & Exploration,Mining Metallurgy & Exploration,2524-3462,2524-3470,MINING & MINERAL PROCESSING - SCIE(Q3); METALLURGY & METALLURGICAL ENGINEERING - SCIE(Q3),1.083,1.413
Workplace Health & Safety,Workplace Health & Safety,2165-0799,2165-0969,NURSING - SCIE(Q2); NURSING - SSCI(Q2),1.322,1.413
Workplace Health & Safety,Workplace Health & Safety,2165-0799,2165-0969,NURSING - SCIE(Q2); NURSING - SSCI(Q2),1.322,1.413
MCN-The American Journal of Maternal-Child Nursing,MCN-The American Journal of Maternal-Child Nursing,0361-929X,1539-0683,NURSING - SSCI(Q3); NURSING - SCIE(Q3),1.224,1.412
MCN-The American Journal of Maternal-Child Nursing,MCN-The American Journal of Maternal-Child Nursing,0361-929X,1539-0683,NURSING - SSCI(Q3); NURSING - SCIE(Q3),1.224,1.412
SCIENCE OF SINTERING,SCIENCE OF SINTERING,0350-820X,N/A,"MATERIALS SCIENCE, CERAMICS - SCIE(Q3); METALLURGY & METALLURGICAL ENGINEERING - SCIE(Q3)",0.565,1.412
TRANSACTIONS OF THE AMERICAN MATHEMATICAL SOCIETY,TRANSACTIONS OF THE AMERICAN MATHEMATICAL SOCIETY,0002-9947,1088-6850,MATHEMATICS - SCIE(Q2),1.374,1.412
AUSTRALIAN JOURNAL OF INTERNATIONAL AFFAIRS,AUSTRALIAN JOURNAL OF INTERNATIONAL AFFAIRS,1035-7718,1465-332X,INTERNATIONAL RELATIONS - SSCI(Q3),1.123,1.411
Biomedical Engineering-Biomedizinische Technik,Biomedical Engineering-Biomedizinische Technik,0013-5585,1862-278X,"ENGINEERING, BIOMEDICAL - SCIE(Q4); MEDICAL INFORMATICS - SCIE(Q4)",1.384,1.411
INDIAN PEDIATRICS,INDIAN PEDIATRICS,0019-6061,0974-7559,PEDIATRICS - SCIE(Q1),1.245,1.411
PalZ,PalZ,0031-0220,1867-6812,PALEONTOLOGY - SCIE(Q3),1.289,1.411
ACTA PETROLOGICA SINICA,ACTA PETROLOGICA SINICA,1000-0569,2095-8927,GEOLOGY - SCIE(Q3),1.099,1.41
CONGENITAL ANOMALIES,CONGENITAL ANOMALIES,0914-3505,1741-4520,PEDIATRICS - SCIE(Q4),1.242,1.409
International Journal of Wavelets Multiresolution and Information Processing,International Journal of Wavelets Multiresolution and Information Processing,0219-6913,1793-690X,"MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE(Q4); COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE(Q4)",1.282,1.408
Extremes,Extremes,1386-1999,1572-915X,"STATISTICS & PROBABILITY - SCIE(Q3); MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE(Q4)",1.203,1.407
JOURNAL OF EMPLOYMENT COUNSELING,JOURNAL OF EMPLOYMENT COUNSELING,0022-0787,2161-1920,"PSYCHOLOGY, APPLIED - SSCI(Q3)",1.407,1.407
Journal of Minimal Access Surgery,Journal of Minimal Access Surgery,0972-9941,1998-3921,SURGERY - SCIE(Q4),1.366,1.407
MINERALS & METALLURGICAL PROCESSING,N/A,0747-9182,N/A,N/A,1.407,1.407
Palaeobiodiversity and Palaeoenvironments,Palaeobiodiversity and Palaeoenvironments,1867-1594,1867-1608,BIODIVERSITY CONSERVATION - SCIE(Q3); PALEONTOLOGY - SCIE(Q3),1.043,1.406
Revista Espanola de Derecho Constitucional,Revista Espanola de Derecho Constitucional,0211-5743,1989-0648,LAW - SSCI(Q3),1.087,1.406
Revista Internacional de Medicina y Ciencias de la Actividad Fisica y del Deporte,Revista Internacional de Medicina y Ciencias de la Actividad Fisica y del Deporte,1577-0354,1577-0354,SPORT SCIENCES - SCIE(Q4),1.26,1.406
TRANSFUSION CLINIQUE ET BIOLOGIQUE,TRANSFUSION CLINIQUE ET BIOLOGIQUE,1246-7820,N/A,HEMATOLOGY - SCIE(Q4); IMMUNOLOGY - SCIE(Q4),1.321,1.406
Algorithms for Molecular Biology,Algorithms for Molecular Biology,N/A,1748-7188,MATHEMATICAL & COMPUTATIONAL BIOLOGY - SCIE(Q3); BIOCHEMICAL RESEARCH METHODS - SCIE(Q4); BIOTECHNOLOGY & APPLIED MICROBIOLOGY - SCIE(Q4),1.333,1.405
Journal of Applied Fluid Mechanics,Journal of Applied Fluid Mechanics,1735-3572,1735-3645,MECHANICS - SCIE(Q4); THERMODYNAMICS - SCIE(Q4),1.245,1.405
ARTS IN PSYCHOTHERAPY,ARTS IN PSYCHOTHERAPY,0197-4556,1873-5878,"REHABILITATION - SSCI(Q3); PSYCHOLOGY, CLINICAL - SSCI(Q4)",1.138,1.404
BIOTA NEOTROPICA,BIOTA NEOTROPICA,1676-0603,1676-0603,BIODIVERSITY CONSERVATION - SCIE(Q3),1.07,1.404
JOURNAL OF APPLIED STATISTICS,JOURNAL OF APPLIED STATISTICS,0266-4763,1360-0532,STATISTICS & PROBABILITY - SCIE(Q3),1.266,1.404
APPLIED ENTOMOLOGY AND ZOOLOGY,APPLIED ENTOMOLOGY AND ZOOLOGY,0003-6862,1347-605X,ENTOMOLOGY - SCIE(Q3),1.345,1.403
JOURNAL OF TURBULENCE,JOURNAL OF TURBULENCE,1468-5248,1468-5248,"MECHANICS - SCIE(Q3); PHYSICS, FLUIDS & PLASMAS - SCIE(Q3)",1.39,1.403
COPEIA,COPEIA,0045-8511,1938-5110,ZOOLOGY - SCIE(Q2),1.283,1.402
JOURNAL OF NEMATOLOGY,JOURNAL OF NEMATOLOGY,0022-300X,2640-396X,ZOOLOGY - SCIE(Q3),0.985,1.402
JOURNAL OF PEDIATRIC OPHTHALMOLOGY & STRABISMUS,JOURNAL OF PEDIATRIC OPHTHALMOLOGY & STRABISMUS,0191-3913,1938-2405,OPHTHALMOLOGY - SCIE(Q4); PEDIATRICS - SCIE(Q4),1.366,1.402
Journal of Engineering Thermophysics,Journal of Engineering Thermophysics,1810-2328,1990-5432,"ENGINEERING, MECHANICAL - SCIE(Q3); MECHANICS - SCIE(Q3); THERMODYNAMICS - SCIE(Q3)",1.167,1.402
LINEAR ALGEBRA AND ITS APPLICATIONS,LINEAR ALGEBRA AND ITS APPLICATIONS,0024-3795,1873-1856,"MATHEMATICS - SCIE(Q2); MATHEMATICS, APPLIED - SCIE(Q3)",1.11,1.401
Early Years,Early Years,0957-5146,1472-4421,EDUCATION & EDUCATIONAL RESEARCH - SSCI(Q4),1.182,1.4
Mediterranean Journal of Mathematics,Mediterranean Journal of Mathematics,1660-5446,1660-5454,"MATHEMATICS - SCIE(Q2); MATHEMATICS, APPLIED - SCIE(Q3)",1.331,1.4
PUBLIC CULTURE,PUBLIC CULTURE,0899-2363,1527-8018,CULTURAL STUDIES - AHCI(N/A); ANTHROPOLOGY - SSCI(Q2); CULTURAL STUDIES - SSCI(Q2),1.38,1.4
Palaeontographica Abteilung B-Palaeophytologie Palaeobotany-Palaeophytology,N/A,2194-900X,N/A,N/A,1.4,1.4
Asia-Pacific Journal of Public Health,Asia-Pacific Journal of Public Health,1010-5395,1941-2479,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE(Q3); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI(Q3)",1.135,1.399
Asia-Pacific Journal of Public Health,Asia-Pacific Journal of Public Health,1010-5395,1941-2479,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE(Q3); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI(Q3)",1.135,1.399
ALCHERINGA,ALCHERINGA,0311-5518,1752-0754,PALEONTOLOGY - SCIE(Q4),1.205,1.398
International Journal of Numerical Analysis and Modeling,International Journal of Numerical Analysis and Modeling,1705-5105,1705-5105,"MATHEMATICS - SCIE(Q2); MATHEMATICS, APPLIED - SCIE(Q3)",1.301,1.398
JOURNAL OF BACK AND MUSCULOSKELETAL REHABILITATION,JOURNAL OF BACK AND MUSCULOSKELETAL REHABILITATION,1053-8127,1878-6324,REHABILITATION - SCIE(Q4); ORTHOPEDICS - SCIE(Q4),1.356,1.398
NEUROLOGIST,NEUROLOGIST,1074-7931,2331-2637,CLINICAL NEUROLOGY - SCIE(Q4),1.344,1.398
Differential and Integral Equations,Differential and Integral Equations,0893-4983,0893-4983,"MATHEMATICS - SCIE(Q2); MATHEMATICS, APPLIED - SCIE(Q3)",1.397,1.397
JOURNAL OF COMPLEXITY,JOURNAL OF COMPLEXITY,0885-064X,1090-2708,"MATHEMATICS - SCIE(Q2); MATHEMATICS, APPLIED - SCIE(Q3)",1.027,1.397
Leiden Journal of International Law,Leiden Journal of International Law,0922-1565,1478-9698,LAW - SSCI(Q2),1.167,1.397
CANADIAN JOURNAL OF AGRICULTURAL ECONOMICS-REVUE CANADIENNE D AGROECONOMIE,CANADIAN JOURNAL OF AGRICULTURAL ECONOMICS-REVUE CANADIENNE D AGROECONOMIE,0008-3976,1744-7976,ECONOMICS - SSCI(Q1); AGRICULTURAL ECONOMICS & POLICY - SCIE(Q1),1.0,1.396
CANADIAN JOURNAL OF AGRICULTURAL ECONOMICS-REVUE CANADIENNE D AGROECONOMIE,CANADIAN JOURNAL OF AGRICULTURAL ECONOMICS-REVUE CANADIENNE D AGROECONOMIE,0008-3976,1744-7976,ECONOMICS - SSCI(Q1); AGRICULTURAL ECONOMICS & POLICY - SCIE(Q1),1.0,1.396
JOURNAL OF SHELLFISH RESEARCH,JOURNAL OF SHELLFISH RESEARCH,0730-8000,1943-6319,FISHERIES - SCIE(Q4); MARINE & FRESHWATER BIOLOGY - SCIE(Q4),1.226,1.396
SCANDINAVIAN JOURNAL OF STATISTICS,SCANDINAVIAN JOURNAL OF STATISTICS,0303-6898,1467-9469,STATISTICS & PROBABILITY - SCIE(Q4),1.376,1.396
Chinese Journal of International Law,Chinese Journal of International Law,1540-1650,1746-9937,LAW - SSCI(Q3); INTERNATIONAL RELATIONS - SSCI(Q4),1.211,1.395
JOURNAL OF RADIOLOGICAL PROTECTION,JOURNAL OF RADIOLOGICAL PROTECTION,0952-4746,1361-6498,"NUCLEAR SCIENCE & TECHNOLOGY - SCIE(Q3); RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE(Q4); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE(Q4); ENVIRONMENTAL SCIENCES - SCIE(Q4)",1.145,1.394
JOURNAL OF THE MARINE BIOLOGICAL ASSOCIATION OF THE UNITED KINGDOM,JOURNAL OF THE MARINE BIOLOGICAL ASSOCIATION OF THE UNITED KINGDOM,0025-3154,1469-7769,MARINE & FRESHWATER BIOLOGY - SCIE(Q3),1.301,1.394
JOURNAL OF TROPICAL ECOLOGY,JOURNAL OF TROPICAL ECOLOGY,0266-4674,1469-7831,ECOLOGY - SCIE(Q4),1.352,1.394
International Journal of Forensic Mental Health,International Journal of Forensic Mental Health,1499-9013,1932-9903,CRIMINOLOGY & PENOLOGY - SSCI(Q4); PSYCHIATRY - SSCI(Q4),1.295,1.393
International Journal of Paleopathology,International Journal of Paleopathology,1879-9817,1879-9825,PALEONTOLOGY - SCIE(Q3); PATHOLOGY - SCIE(Q4),1.04,1.393
RAIRO-OPERATIONS RESEARCH,RAIRO-OPERATIONS RESEARCH,0399-0559,2804-7303,OPERATIONS RESEARCH & MANAGEMENT SCIENCE - SCIE(Q3),1.283,1.393
Violence and Victims,Violence and Victims,0886-6708,1945-7073,CRIMINOLOGY & PENOLOGY - SSCI(Q4),1.377,1.393
DISCRETE AND CONTINUOUS DYNAMICAL SYSTEMS,DISCRETE AND CONTINUOUS DYNAMICAL SYSTEMS,1078-0947,1553-5231,"MATHEMATICS - SCIE(Q1); MATHEMATICS, APPLIED - SCIE(Q2)",1.321,1.392
MICROWAVE AND OPTICAL TECHNOLOGY LETTERS,MICROWAVE AND OPTICAL TECHNOLOGY LETTERS,0895-2477,1098-2760,"ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE(Q4); OPTICS - SCIE(Q4)",1.139,1.392
PeerJ Computer Science,PeerJ Computer Science,2376-5992,2376-5992,"COMPUTER SCIENCE, THEORY & METHODS - SCIE(Q2); COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE(Q3); COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE(Q3)",1.353,1.392
JOURNAL OF ETHNOBIOLOGY,JOURNAL OF ETHNOBIOLOGY,0278-0771,2162-4496,ANTHROPOLOGY - SSCI(Q2); BIOLOGY - SCIE(Q3),1.29,1.391
JOURNAL OF ETHNOBIOLOGY,JOURNAL OF ETHNOBIOLOGY,0278-0771,2162-4496,ANTHROPOLOGY - SSCI(Q2); BIOLOGY - SCIE(Q3),1.29,1.391
CIENCIA E AGROTECNOLOGIA,CIENCIA E AGROTECNOLOGIA,1413-7054,1981-1829,"AGRICULTURE, MULTIDISCIPLINARY - SCIE(Q3)",1.237,1.39
FOUNDATIONS OF PHYSICS,FOUNDATIONS OF PHYSICS,0015-9018,1572-9516,"PHYSICS, MULTIDISCIPLINARY - SCIE(Q4)",1.287,1.39
International Journal for Lesson and Learning Studies,International Journal for Lesson and Learning Studies,2046-8253,2016-8261,EDUCATION & EDUCATIONAL RESEARCH - SSCI(Q4),0.707,1.39
Journal of the Korean Astronomical Society,Journal of the Korean Astronomical Society,1225-4614,1225-4614,ASTRONOMY & ASTROPHYSICS - SCIE(Q3),1.293,1.39
ORTHOPEDICS,ORTHOPEDICS,0147-7447,1938-2367,ORTHOPEDICS - SCIE(Q4),1.367,1.39
SOUTHERN CALIFORNIA LAW REVIEW,SOUTHERN CALIFORNIA LAW REVIEW,0038-3910,0038-3910,LAW - SSCI(Q2),1.356,1.39
CHEMISTRY LETTERS,CHEMISTRY LETTERS,0366-7022,1348-0715,"CHEMISTRY, MULTIDISCIPLINARY - SCIE(Q4)",1.311,1.389
INTERFACES AND FREE BOUNDARIES,INTERFACES AND FREE BOUNDARIES,1463-9963,1463-9971,"MATHEMATICS - SCIE(Q3); MATHEMATICS, APPLIED - SCIE(Q4)",1.306,1.389
MATERIALS TRANSACTIONS,MATERIALS TRANSACTIONS,1345-9678,1347-5320,"METALLURGY & METALLURGICAL ENGINEERING - SCIE(Q3); MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q4)",1.017,1.389
Proceedings of the Institution of Mechanical Engineers Part M-Journal of Engineering for the Maritime Environment,Proceedings of the Institution of Mechanical Engineers Part M-Journal of Engineering for the Maritime Environment,1475-0902,2041-3084,"ENGINEERING, MARINE - SCIE(Q4)",1.159,1.389
Acta Cirurgica Brasileira,Acta Cirurgica Brasileira,0102-8650,1678-2674,SURGERY - SCIE(Q4),1.292,1.388
Disaster Medicine and Public Health Preparedness,Disaster Medicine and Public Health Preparedness,1935-7893,1938-744X,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI(Q1); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE(Q1)",1.292,1.385
Disaster Medicine and Public Health Preparedness,Disaster Medicine and Public Health Preparedness,1935-7893,1938-744X,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI(Q1); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE(Q1)",1.292,1.385
ASTRONOMY LETTERS-A JOURNAL OF ASTRONOMY AND SPACE ASTROPHYSICS,ASTRONOMY LETTERS-A JOURNAL OF ASTRONOMY AND SPACE ASTROPHYSICS,1063-7737,1562-6873,ASTRONOMY & ASTROPHYSICS - SCIE(Q4),1.13,1.384
Asia-Pacific Journal of Accounting & Economics,Asia-Pacific Journal of Accounting & Economics,1608-1625,2164-2257,"ECONOMICS - SSCI(Q4); BUSINESS, FINANCE - SSCI(Q4)",1.274,1.384
Annals of Indian Academy of Neurology,Annals of Indian Academy of Neurology,0972-2327,1998-3549,CLINICAL NEUROLOGY - SCIE(Q4),1.318,1.383
International Journal of Exergy,International Journal of Exergy,1742-8297,1742-8300,ENERGY & FUELS - SCIE(Q4); THERMODYNAMICS - SCIE(Q4),1.025,1.383
