Anio|Revista|Citas|JCR|Diff
2012|Genetic Programming and Evolvable Machines|154|28.614|27.281
2013|Genetic Programming and Evolvable Machines|164|15.341|14.276
2014|Genetic Programming and Evolvable Machines|172|12.881|11.978
2015|Genetic Programming and Evolvable Machines|254|12.564|11.421
2016|Genetic Programming and Evolvable Machines|321|12.327|10.813
2017|Genetic Programming and Evolvable Machines|307|10.391|8.936
2018|Genetic Programming and Evolvable Machines|340|8.267|6.934
2019|Genetic Programming and Evolvable Machines|378|7.652|5.871
2020|Genetic Programming and Evolvable Machines|1.6|8.244|6.53
2021|Genetic Programming and Evolvable Machines|515|7.83|5.308
2022|Genetic Programming and Evolvable Machines|515|5.214|2.692
2009|Information Technology and Control|54|0|0.495
2010|Information Technology and Control|82|0|0.638
2011|Information Technology and Control|127|0|0.88
2012|Information Technology and Control|125|3.278|2.611
2013|Information Technology and Control|145|2.986|2.173
2014|Information Technology and Control|133|3.13|2.507
2015|Information Technology and Control|144|3.205|2.572
2016|Information Technology and Control|163|3.43|2.955
2017|Information Technology and Control|229|3.129|2.329
2018|Information Technology and Control|278|2.775|2.068
2019|Information Technology and Control|267|2.752|1.847
2020|Information Technology and Control|1.139|2.94|1.712
2021|Information Technology and Control|326|3.209|2.396
2022|Information Technology and Control|326|2.338|1.525
2009|ACM Transactions on Autonomous and Adaptive Systems|114|26.267|24.903
2010|ACM Transactions on Autonomous and Adaptive Systems|108|35.019|34.019
2011|ACM Transactions on Autonomous and Adaptive Systems|128|32.042|30.756
2012|ACM Transactions on Autonomous and Adaptive Systems|161|11.943|10.943
2013|ACM Transactions on Autonomous and Adaptive Systems|212|13.227|12.442
2014|ACM Transactions on Autonomous and Adaptive Systems|235|14.966|14.044
2015|ACM Transactions on Autonomous and Adaptive Systems|257|16.714|15.596
2016|ACM Transactions on Autonomous and Adaptive Systems|459|15.444|13.311
2017|ACM Transactions on Autonomous and Adaptive Systems|420|11.049|9.833
2020|ACM Transactions on Autonomous and Adaptive Systems|0.943|7.175|6.204
2021|ACM Transactions on Autonomous and Adaptive Systems|419|4.5|2.587
2009|International Journal of Fuzzy Systems|215|0|1.09
2010|International Journal of Fuzzy Systems|207|0|1.362
2011|International Journal of Fuzzy Systems|187|0|1.157
2012|International Journal of Fuzzy Systems|284|0|1.506
2013|International Journal of Fuzzy Systems|292|0|1.031
2014|International Journal of Fuzzy Systems|410|0|1.095
2015|International Journal of Fuzzy Systems|400|0|0.941
2016|International Journal of Fuzzy Systems|777|16.552|14.354
2017|International Journal of Fuzzy Systems|1213|14.141|11.745
2018|International Journal of Fuzzy Systems|1809|15.06|11.975
2019|International Journal of Fuzzy Systems|2566|19.568|15.162
2020|International Journal of Fuzzy Systems|4.062|18.333|13.66
2021|International Journal of Fuzzy Systems|3795|12.649|8.564
2022|International Journal of Fuzzy Systems|3795|8.434|4.349
2009|Fuzzy Optimization and Decision Making|136|30.167|29.108
2010|Fuzzy Optimization and Decision Making|147|30.875|30.173
2011|Fuzzy Optimization and Decision Making|292|38.35|36.862
2012|Fuzzy Optimization and Decision Making|295|31.341|29.853
2013|Fuzzy Optimization and Decision Making|340|24.844|23.844
2014|Fuzzy Optimization and Decision Making|495|33.462|31.299
2015|Fuzzy Optimization and Decision Making|608|35.04|32.471
2016|Fuzzy Optimization and Decision Making|608|23.844|22.163
2017|Fuzzy Optimization and Decision Making|826|17.304|15.282
2018|Fuzzy Optimization and Decision Making|1059|22.609|18.481
2019|Fuzzy Optimization and Decision Making|1098|24.239|19.92
2020|Fuzzy Optimization and Decision Making|3.83|15.766|11.638
2021|Fuzzy Optimization and Decision Making|1393|13.66|8.386
2022|Fuzzy Optimization and Decision Making|1393|11.521|6.247
2009|Advances in Electrical and Computer Engineering|47|3.328|2.819
2010|Advances in Electrical and Computer Engineering|83|5.917|5.217
2011|Advances in Electrical and Computer Engineering|100|6.745|6.19
2012|Advances in Electrical and Computer Engineering|142|6.274|5.722
2013|Advances in Electrical and Computer Engineering|193|5.746|5.104
2014|Advances in Electrical and Computer Engineering|189|5.804|5.275
2015|Advances in Electrical and Computer Engineering|222|4.963|4.504
2016|Advances in Electrical and Computer Engineering|336|4.312|3.717
2017|Advances in Electrical and Computer Engineering|358|3.986|3.287
2018|Advances in Electrical and Computer Engineering|393|4.852|4.202
2019|Advances in Electrical and Computer Engineering|387|6.145|5.043
2020|Advances in Electrical and Computer Engineering|1.053|4.812|3.591
2021|Advances in Electrical and Computer Engineering|435|2.673|1.848
2022|Advances in Electrical and Computer Engineering|435|1.67|0.845
2009|International Journal of Applied Mathematics and Computer Science|407|20.957|20.273
2010|International Journal of Applied Mathematics and Computer Science|418|17.981|17.187
2011|International Journal of Applied Mathematics and Computer Science|369|14.044|13.557
2012|International Journal of Applied Mathematics and Computer Science|562|13.203|12.195
2013|International Journal of Applied Mathematics and Computer Science|734|15.626|14.236
2014|International Journal of Applied Mathematics and Computer Science|778|15.967|14.74
2015|International Journal of Applied Mathematics and Computer Science|793|12.744|11.707
2016|International Journal of Applied Mathematics and Computer Science|1139|10.75|9.33
2017|International Journal of Applied Mathematics and Computer Science|1120|0|1.694
2018|International Journal of Applied Mathematics and Computer Science|1205|0|1.504
2019|International Journal of Applied Mathematics and Computer Science|1075|0|0.967
2020|International Journal of Applied Mathematics and Computer Science|1.108|0|1.417
2021|International Journal of Applied Mathematics and Computer Science|1365|0|2.157
2022|International Journal of Applied Mathematics and Computer Science|1365|0|2.157
2010|Malaysian Journal of Computer Science|21|0|0.364
2011|Malaysian Journal of Computer Science|15|0|0.167
2012|Malaysian Journal of Computer Science|36|0|0.161
2013|Malaysian Journal of Computer Science|63|0|0.5
2014|Malaysian Journal of Computer Science|74|0|0.405
2015|Malaysian Journal of Computer Science|65|0|0.476
2016|Malaysian Journal of Computer Science|89|0|0.6
2017|Malaysian Journal of Computer Science|102|0|0.65
2018|Malaysian Journal of Computer Science|114|4.789|4.164
2019|Malaysian Journal of Computer Science|119|4.535|3.812
2020|Malaysian Journal of Computer Science|0.608|3.169|2.547
2021|Malaysian Journal of Computer Science|179|3.0|2.564
2022|Malaysian Journal of Computer Science|179|0|0.436
2010|Turkish Journal of Electrical Engineering and Computer Sciences|81|0|0.286
2011|Turkish Journal of Electrical Engineering and Computer Sciences|91|0|0.283
2012|Turkish Journal of Electrical Engineering and Computer Sciences|198|0|0.568
2013|Turkish Journal of Electrical Engineering and Computer Sciences|291|0|0.644
2014|Turkish Journal of Electrical Engineering and Computer Sciences|298|6.823|6.416
2015|Turkish Journal of Electrical Engineering and Computer Sciences|388|5.898|5.38
2016|Turkish Journal of Electrical Engineering and Computer Sciences|686|5.326|4.748
2017|Turkish Journal of Electrical Engineering and Computer Sciences|927|4.823|4.243
2018|Turkish Journal of Electrical Engineering and Computer Sciences|1163|4.466|3.841
2019|Turkish Journal of Electrical Engineering and Computer Sciences|1315|4.152|3.47
2020|Turkish Journal of Electrical Engineering and Computer Sciences|0.714|3.783|2.977
2021|Turkish Journal of Electrical Engineering and Computer Sciences|2004|0|0.853
2022|Turkish Journal of Electrical Engineering and Computer Sciences|2004|0|0.853
2010|The International Arab Journal of Information Technology|25|0|0.065
2011|The International Arab Journal of Information Technology|35|0|0.127
2012|The International Arab Journal of Information Technology|123|0|0.39
2013|The International Arab Journal of Information Technology|198|0|0.366
2014|The International Arab Journal of Information Technology|221|0|0.582
2015|The International Arab Journal of Information Technology|292|0.0|0.519
2016|The International Arab Journal of Information Technology|502|0.0|0.724
2017|The International Arab Journal of Information Technology|524|0|0.466
2018|The International Arab Journal of Information Technology|674|0|0.41
2019|The International Arab Journal of Information Technology|645|0.0|0.467
2020|The International Arab Journal of Information Technology|0.528|1.2|0.531
2021|The International Arab Journal of Information Technology|839|1.74|0.773
2022|The International Arab Journal of Information Technology|839|1.301|0.334
2010|Journal of Real-Time Image Processing|106|13.948|12.986
2011|Journal of Real-Time Image Processing|116|10.981|9.961
2012|Journal of Real-Time Image Processing|159|10.94|9.784
2013|Journal of Real-Time Image Processing|190|11.712|10.601
2014|Journal of Real-Time Image Processing|275|11.492|9.472
2015|Journal of Real-Time Image Processing|341|12.628|11.064
2016|Journal of Real-Time Image Processing|553|12.278|10.268
2017|Journal of Real-Time Image Processing|634|12.645|11.071
2018|Journal of Real-Time Image Processing|1029|11.319|8.731
2019|Journal of Real-Time Image Processing|1053|8.879|6.911
2020|Journal of Real-Time Image Processing|1.958|8.552|6.194
2021|Journal of Real-Time Image Processing|1643|7.497|5.204
2022|Journal of Real-Time Image Processing|1643|6.729|4.436
2010|Journal of Ambient Intelligence and Smart Environments|43|14.822|13.322
2011|Journal of Ambient Intelligence and Smart Environments|40|12.341|11.711
2012|Journal of Ambient Intelligence and Smart Environments|128|9.724|8.426
2013|Journal of Ambient Intelligence and Smart Environments|132|7.261|6.179
2014|Journal of Ambient Intelligence and Smart Environments|188|5.667|4.604
2015|Journal of Ambient Intelligence and Smart Environments|208|5.806|5.099
2016|Journal of Ambient Intelligence and Smart Environments|262|5.86|5.051
2017|Journal of Ambient Intelligence and Smart Environments|362|7.214|6.336
2018|Journal of Ambient Intelligence and Smart Environments|306|8.173|6.987
2019|Journal of Ambient Intelligence and Smart Environments|424|6.114|4.519
2020|Journal of Ambient Intelligence and Smart Environments|1.895|6.507|4.402
2021|Journal of Ambient Intelligence and Smart Environments|554|6.176|3.417
2022|Journal of Ambient Intelligence and Smart Environments|554|2.603|0.156
2010|SIAM Journal on Imaging Sciences|322|230.662|226.162
2011|SIAM Journal on Imaging Sciences|595|189.417|184.761
2012|SIAM Journal on Imaging Sciences|884|65.583|62.617
2013|SIAM Journal on Imaging Sciences|1430|45.628|42.761
2014|SIAM Journal on Imaging Sciences|1731|42.674|40.404
2015|SIAM Journal on Imaging Sciences|2209|38.66|35.973
2016|SIAM Journal on Imaging Sciences|2971|29.281|26.796
2017|SIAM Journal on Imaging Sciences|3184|22.994|20.633
2018|SIAM Journal on Imaging Sciences|3806|19.19|16.676
2019|SIAM Journal on Imaging Sciences|3789|17.65|15.337
2020|SIAM Journal on Imaging Sciences|2.633|13.141|10.274
2021|SIAM Journal on Imaging Sciences|4235|7.348|5.41
2022|SIAM Journal on Imaging Sciences|4235|4.418|2.48
2011|Natural Language Engineering|145|10.018|9.586
2012|Natural Language Engineering|189|7.964|7.49
2013|Natural Language Engineering|205|6.086|5.623
2014|Natural Language Engineering|255|5.13|4.491
2015|Natural Language Engineering|266|7.098|6.212
2016|Natural Language Engineering|388|7.746|6.681
2017|Natural Language Engineering|345|7.697|6.897
2018|Natural Language Engineering|443|11.376|10.246
2019|Natural Language Engineering|556|9.644|8.179
2020|Natural Language Engineering|1.0|4.649|3.579
2021|Natural Language Engineering|864|4.255|2.414
2022|Natural Language Engineering|864|3.874|2.033
2011|Applied Ontology|97|18.944|17.839
2012|Applied Ontology|93|17.481|16.401
2013|Applied Ontology|123|12.25|11.406
2014|Applied Ontology|113|9.038|8.423
2015|Applied Ontology|148|10.056|9.53
2016|Applied Ontology|206|16.3|15.004
2017|Applied Ontology|165|14.733|13.959
2018|Applied Ontology|148|6.731|5.981
2019|Applied Ontology|193|5.786|4.934
2020|Applied Ontology|0.769|6.444|5.329
2021|Applied Ontology|300|4.485|3.118
2022|Applied Ontology|300|1.912|0.545
2011|Cognitive Computation|77|25.902|24.902
2012|Cognitive Computation|125|17.347|16.48
2013|Cognitive Computation|199|16.716|15.616
2014|Cognitive Computation|373|13.787|12.347
2015|Cognitive Computation|491|17.759|15.826
2016|Cognitive Computation|795|24.968|21.527
2017|Cognitive Computation|1049|27.466|23.987
2018|Cognitive Computation|1578|26.17|21.883
2020|Cognitive Computation|4.064|19.268|13.85
2021|Cognitive Computation|2904|13.822|8.932
2022|Cognitive Computation|2904|11.698|6.808
2012|Natural Computing|389|14.924|14.241
2013|Natural Computing|394|8.62|8.081
2014|Natural Computing|462|9.619|8.862
2015|Natural Computing|564|12.989|11.679
2016|Natural Computing|663|8.92|8.142
2017|Natural Computing|743|6.915|6.055
2018|Natural Computing|778|8.079|6.749
2019|Natural Computing|797|9.574|8.079
2020|Natural Computing|1.619|7.718|6.028
2021|Natural Computing|1181|4.923|3.419
2022|Natural Computing|1181|3.868|2.364
2012|International Journal of Bio-Inspired Computation|180|21.25|19.899
2013|International Journal of Bio-Inspired Computation|191|26.217|24.536
2014|International Journal of Bio-Inspired Computation|467|23.406|19.437
2015|International Journal of Bio-Inspired Computation|312|23.544|22.154
2016|International Journal of Bio-Inspired Computation|581|14.413|12.478
2017|International Journal of Bio-Inspired Computation|590|15.373|13.107
2018|International Journal of Bio-Inspired Computation|968|8.565|5.17
2019|International Journal of Bio-Inspired Computation|948|5.816|3.902
2020|International Journal of Bio-Inspired Computation|3.621|6.76|2.783
2021|International Journal of Bio-Inspired Computation|1295|4.731|1.436
2022|International Journal of Bio-Inspired Computation|1295|2.877|0.418
2012|Journal on Multimodal User Interfaces|42|17.971|17.138
2013|Journal on Multimodal User Interfaces|59|11.159|10.697
2014|Journal on Multimodal User Interfaces|105|13.867|13.07
2015|Journal on Multimodal User Interfaces|141|13.925|12.908
2016|Journal on Multimodal User Interfaces|197|12.391|11.36
2017|Journal on Multimodal User Interfaces|189|19.066|17.926
2018|Journal on Multimodal User Interfaces|306|20.451|18.431
2019|Journal on Multimodal User Interfaces|345|11.783|10.272
2020|Journal on Multimodal User Interfaces|1.538|8.6|6.831
2021|Journal on Multimodal User Interfaces|535|8.467|6.773
2022|Journal on Multimodal User Interfaces|535|6.911|5.217
2012|Swarm Intelligence|183|30.462|29.822
2013|Swarm Intelligence|257|31.96|30.127
2014|Swarm Intelligence|312|60.32|58.16
2015|Swarm Intelligence|339|63.538|60.961
2016|Swarm Intelligence|562|29.64|26.525
2017|Swarm Intelligence|568|26.308|24.788
2018|Swarm Intelligence|595|22.4|20.192
2019|Swarm Intelligence|591|15.966|13.41
2020|Swarm Intelligence|2.036|15.032|12.889
2021|Swarm Intelligence|1021|10.692|6.965
2022|Swarm Intelligence|1021|5.69|1.963
2012|Wiley Interdisciplinary Reviews: Data Mining and Knowledge Discovery|73|55.588|54.166
2013|Wiley Interdisciplinary Reviews: Data Mining and Knowledge Discovery|114|48.433|47.075
2014|Wiley Interdisciplinary Reviews: Data Mining and Knowledge Discovery|217|31.393|29.799
2015|Wiley Interdisciplinary Reviews: Data Mining and Knowledge Discovery|297|19.467|17.708
2016|Wiley Interdisciplinary Reviews: Data Mining and Knowledge Discovery|481|20.515|18.404
2017|Wiley Interdisciplinary Reviews: Data Mining and Knowledge Discovery|547|18.333|16.394
2018|Wiley Interdisciplinary Reviews: Data Mining and Knowledge Discovery|858|16.407|13.866
2019|Wiley Interdisciplinary Reviews: Data Mining and Knowledge Discovery|1164|35.556|31.08
2020|Wiley Interdisciplinary Reviews: Data Mining and Knowledge Discovery|7.024|35.152|27.902
2021|Wiley Interdisciplinary Reviews: Data Mining and Knowledge Discovery|2821|20.835|13.277
2022|Wiley Interdisciplinary Reviews: Data Mining and Knowledge Discovery|2821|11.893|4.335
2012|IEEE Transactions on Neural Networks and Learning Systems|9766|0|3.766
2013|IEEE Transactions on Neural Networks and Learning Systems|10778|51.787|47.417
2014|IEEE Transactions on Neural Networks and Learning Systems|11936|45.906|41.615
2015|IEEE Transactions on Neural Networks and Learning Systems|12919|48.475|43.621
2016|IEEE Transactions on Neural Networks and Learning Systems|16688|53.868|47.76
2017|IEEE Transactions on Neural Networks and Learning Systems|19867|50.702|42.72
2018|IEEE Transactions on Neural Networks and Learning Systems|27444|52.467|40.784
2019|IEEE Transactions on Neural Networks and Learning Systems|27880|48.766|39.973
2020|IEEE Transactions on Neural Networks and Learning Systems|9.362|42.315|31.864
2021|IEEE Transactions on Neural Networks and Learning Systems|49190|31.764|17.509
2022|IEEE Transactions on Neural Networks and Learning Systems|49190|18.968|4.713
2013|International Journal of Computational Intelligence Systems|288|8.336|7.885
2014|International Journal of Computational Intelligence Systems|435|0|0.574
2015|International Journal of Computational Intelligence Systems|392|0|0.391
2016|International Journal of Computational Intelligence Systems|659|3.929|2.789
2017|International Journal of Computational Intelligence Systems|974|3.929|1.929
2018|International Journal of Computational Intelligence Systems|1321|0|2.153
2019|International Journal of Computational Intelligence Systems|1463|0|1.838
2020|International Journal of Computational Intelligence Systems|1.589|0|1.736
2021|International Journal of Computational Intelligence Systems|2213|0|2.259
2022|International Journal of Computational Intelligence Systems|2213|0|2.259
2013|IEEE Transactions on Affective Computing|280|126.066|122.6
2014|IEEE Transactions on Affective Computing|347|102.16|99.485
2015|IEEE Transactions on Affective Computing|520|62.351|60.478
2016|IEEE Transactions on Affective Computing|907|61.681|58.532
2017|IEEE Transactions on Affective Computing|1333|55.294|50.709
2018|IEEE Transactions on Affective Computing|1943|43.438|37.15
2019|IEEE Transactions on Affective Computing|2375|39.0|31.488
2020|IEEE Transactions on Affective Computing|10.345|41.424|30.918
2021|IEEE Transactions on Affective Computing|4522|30.58|16.59
2022|IEEE Transactions on Affective Computing|4522|13.857|0.133
2013|ACM Transactions on Intelligent Systems and Technology|1028|188.984|179.594
2014|ACM Transactions on Intelligent Systems and Technology|1540|27.516|26.264
2015|ACM Transactions on Intelligent Systems and Technology|2142|30.415|28.001
2016|ACM Transactions on Intelligent Systems and Technology|3247|34.552|31.356
2017|ACM Transactions on Intelligent Systems and Technology|3392|24.287|21.314
2018|ACM Transactions on Intelligent Systems and Technology|4028|18.973|16.112
2019|ACM Transactions on Intelligent Systems and Technology|3727|17.41|14.738
2020|ACM Transactions on Intelligent Systems and Technology|4.512|27.49|22.836
2021|ACM Transactions on Intelligent Systems and Technology|5126|27.268|16.779
2022|ACM Transactions on Intelligent Systems and Technology|5126|8.702|1.787
2013|IEEE Transactions on Cybernetics|116|0|0.536
2014|IEEE Transactions on Cybernetics|723|64.174|60.705
2015|IEEE Transactions on Cybernetics|2246|58.185|53.242
2016|IEEE Transactions on Cybernetics|5553|54.235|46.851
2017|IEEE Transactions on Cybernetics|9424|56.311|47.508
2018|IEEE Transactions on Cybernetics|13561|57.34|46.953
2019|IEEE Transactions on Cybernetics|17681|50.101|39.022
2020|IEEE Transactions on Cybernetics|10.504|41.431|29.983
2021|IEEE Transactions on Cybernetics|38676|41.921|22.803
2022|IEEE Transactions on Cybernetics|38676|28.147|9.029
2013|IEEE Transactions on Human-Machine Systems|23|0|0.393
2014|IEEE Transactions on Human-Machine Systems|114|22.607|20.625
2015|IEEE Transactions on Human-Machine Systems|239|22.421|20.621
2016|IEEE Transactions on Human-Machine Systems|518|22.673|20.18
2017|IEEE Transactions on Human-Machine Systems|891|23.895|21.332
2018|IEEE Transactions on Human-Machine Systems|1269|23.074|19.742
2019|IEEE Transactions on Human-Machine Systems|1556|18.697|15.323
2020|IEEE Transactions on Human-Machine Systems|2.81|13.583|10.615
2021|IEEE Transactions on Human-Machine Systems|2333|10.022|5.898
2022|IEEE Transactions on Human-Machine Systems|2333|5.678|1.554
2014|Memetic Computing|123|16.062|15.062
2015|Memetic Computing|147|20.208|19.308
2016|Memetic Computing|280|20.674|18.469
2017|Memetic Computing|310|16.213|14.288
2018|Memetic Computing|469|14.667|11.993
2019|Memetic Computing|571|23.344|19.484
2020|Memetic Computing|5.783|22.06|16.16
2021|Memetic Computing|814|10.368|6.791
2022|Memetic Computing|814|8.264|4.687
2014|IET Biometrics|38|16.729|15.872
2015|IET Biometrics|86|18.692|17.928
2016|IET Biometrics|171|18.403|17.021
2017|IET Biometrics|280|15.138|13.302
2018|IET Biometrics|475|14.33|12.238
2019|IET Biometrics|572|14.096|12.275
2020|IET Biometrics|2.316|13.795|11.207
2021|IET Biometrics|907|9.071|6.355
2022|IET Biometrics|907|4.922|2.206
2015|Semantic Web|284|18.794|17.008
2016|Semantic Web|543|16.054|13.165
2017|Semantic Web|522|27.772|25.548
2018|Semantic Web|798|28.348|24.824
2019|Semantic Web|836|16.054|12.872
2020|Semantic Web|1.893|11.451|9.237
2021|Semantic Web|1355|9.124|6.019
2022|Semantic Web|1355|6.354|3.249
2015|Frontiers in Neurorobotics|154|21.551|19.828
2016|Frontiers in Neurorobotics|270|23.59|21.104
2017|Frontiers in Neurorobotics|353|30.545|27.939
2018|Frontiers in Neurorobotics|609|29.112|26.112
2019|Frontiers in Neurorobotics|799|20.497|17.923
2020|Frontiers in Neurorobotics|2.432|14.878|12.228
2021|Frontiers in Neurorobotics|2087|11.325|7.832
2022|Frontiers in Neurorobotics|2087|5.385|1.892
2015|Journal of Ambient Intelligence and Humanized Computing|188|13.319|12.484
2016|Journal of Ambient Intelligence and Humanized Computing|397|14.381|12.793
2017|Journal of Ambient Intelligence and Humanized Computing|515|14.476|13.053
2018|Journal of Ambient Intelligence and Humanized Computing|861|13.832|11.922
2019|Journal of Ambient Intelligence and Humanized Computing|2097|14.275|9.681
2020|Journal of Ambient Intelligence and Humanized Computing|4.214|15.733|8.629
2021|Journal of Ambient Intelligence and Humanized Computing|8357|14.199|10.537
2022|Journal of Ambient Intelligence and Humanized Computing|8357|9.297|5.635
2015|International Journal of Machine Learning and Cybernetics|413|14.248|13.138
2016|International Journal of Machine Learning and Cybernetics|733|13.231|11.532
2017|International Journal of Machine Learning and Cybernetics|1134|15.959|13.267
2018|International Journal of Machine Learning and Cybernetics|1998|18.188|14.344
2019|International Journal of Machine Learning and Cybernetics|2447|18.121|14.368
2020|International Journal of Machine Learning and Cybernetics|3.535|16.626|12.614
2021|International Journal of Machine Learning and Cybernetics|4115|14.805|10.428
2022|International Journal of Machine Learning and Cybernetics|4115|10.185|5.808
2015|Statistical Analysis and Data Mining|243|8.763|8.189
2016|Statistical Analysis and Data Mining|375|7.756|6.929
2017|Statistical Analysis and Data Mining|336|6.203|5.338
2018|Statistical Analysis and Data Mining|393|8.277|7.536
2019|Statistical Analysis and Data Mining|478|8.137|6.741
2020|Statistical Analysis and Data Mining|1.017|3.675|2.624
2021|Statistical Analysis and Data Mining|719|3.225|1.978
2022|Statistical Analysis and Data Mining|719|2.382|1.135
2015|Swarm and Evolutionary Computation|740|53.521|50.558
2016|Swarm and Evolutionary Computation|1301|42.598|38.705
2017|Swarm and Evolutionary Computation|1517|47.99|44.172
2018|Swarm and Evolutionary Computation|2429|47.711|41.381
2019|Swarm and Evolutionary Computation|3774|38.118|31.206
2020|Swarm and Evolutionary Computation|6.635|34.762|27.585
2021|Swarm and Evolutionary Computation|7569|30.518|20.251
2022|Swarm and Evolutionary Computation|7569|17.243|6.976
2016|IET Image Processing|793|0.0|1.044
2017|IET Image Processing|1000|1.5|0.099
2018|IET Image Processing|1636|9.231|7.227
2019|IET Image Processing|2030|9.15|7.155
2020|IET Image Processing|1.932|7.61|5.237
2021|IET Image Processing|3675|5.392|3.619
2022|IET Image Processing|3675|3.84|2.067
2016|ACM Transactions on Asian and Low-Resource Language Information Processing|12|3.826|3.264
2017|ACM Transactions on Asian and Low-Resource Language Information Processing|23|4.526|4.187
2018|ACM Transactions on Asian and Low-Resource Language Information Processing|65|5.939|5.151
2019|ACM Transactions on Asian and Low-Resource Language Information Processing|129|6.543|5.123
2020|ACM Transactions on Asian and Low-Resource Language Information Processing|1.107|5.495|4.082
2021|ACM Transactions on Asian and Low-Resource Language Information Processing|413|4.275|2.804
2022|ACM Transactions on Asian and Low-Resource Language Information Processing|413|3.646|2.175
2016|IEEE Transactions on Cognitive and Developmental Systems|7|0|0.0
2017|IEEE Transactions on Cognitive and Developmental Systems|56|7.765|5.813
2018|IEEE Transactions on Cognitive and Developmental Systems|221|9.639|6.884
2019|IEEE Transactions on Cognitive and Developmental Systems|461|12.753|10.086
2020|IEEE Transactions on Cognitive and Developmental Systems|3.171|13.29|9.911
2021|IEEE Transactions on Cognitive and Developmental Systems|1276|9.071|4.525
2022|IEEE Transactions on Cognitive and Developmental Systems|1276|6.325|1.779
2018|Egyptian Informatics Journal|406|21.345|19.039
2019|Egyptian Informatics Journal|579|24.188|21.069
2020|Egyptian Informatics Journal|3.886|19.244|15.301
2021|Egyptian Informatics Journal|1037|11.896|7.701
2022|Egyptian Informatics Journal|1037|9.886|5.691
2018|Big Data Research|381|21.72|18.768
2019|Big Data Research|462|17.333|14.66
2020|Big Data Research|3.578|14.068|10.49
2021|Big Data Research|740|6.871|3.132
2022|Big Data Research|740|5.867|2.128
2018|IEEE Transactions on Games|22|0|0.0
2019|IEEE Transactions on Games|83|8.786|6.9
2020|IEEE Transactions on Games|1.716|7.183|5.332
2021|IEEE Transactions on Games|191|5.145|3.908
2022|IEEE Transactions on Games|191|3.513|2.276
2019|International Journal of Interactive Multimedia and Artificial Intelligence|537|12.534|9.973
2020|International Journal of Interactive Multimedia and Artificial Intelligence|2.735|8.424|5.287
2021|International Journal of Interactive Multimedia and Artificial Intelligence|1128|7.958|3.022
2022|International Journal of Interactive Multimedia and Artificial Intelligence|1128|4.37|0.566
2019|ACM Transactions on Interactive Intelligent Systems|560|15.709|14.079
2020|ACM Transactions on Interactive Intelligent Systems|1.941|11.594|9.457
2021|ACM Transactions on Interactive Intelligent Systems|1014|7.484|5.597
2022|ACM Transactions on Interactive Intelligent Systems|1014|6.597|4.71
2019|Complex &amp; Intelligent Systems|278|34.524|30.733
2020|Complex &amp; Intelligent Systems|3.982|24.481|19.554
2021|Complex &amp; Intelligent Systems|1941|22.363|15.663
2022|Complex &amp; Intelligent Systems|1941|11.856|5.156
2019|PeerJ Computer Science|685|35.597|32.506
2020|PeerJ Computer Science|1.353|8.755|7.363
2021|PeerJ Computer Science|1951|8.051|5.64
2022|PeerJ Computer Science|1951|6.393|3.982
2020|Artificial Intelligence and Law|2.333|10.929|8.262
2021|Artificial Intelligence and Law|591|11.0|8.277
2022|Artificial Intelligence and Law|591|9.297|6.574
2020|Evolving Systems|1.769|9.706|7.798
2021|Evolving Systems|683|10.167|7.82
2022|Evolving Systems|683|7.933|5.586
2020|Journal of Artificial Intelligence and Soft Computing Research|1.775|12.077|9.577
2021|Journal of Artificial Intelligence and Soft Computing Research|325|14.424|11.749
2022|Journal of Artificial Intelligence and Soft Computing Research|325|12.56|9.885
2020|International Journal of Multimedia Information Retrieval|2.974|20.049|16.844
2021|International Journal of Multimedia Information Retrieval|398|9.692|7.139
2022|International Journal of Multimedia Information Retrieval|398|9.378|6.825
2020|Nature Machine Intelligence|14.797|57.07|41.562
2021|Nature Machine Intelligence|4060|49.348|23.45
2022|Nature Machine Intelligence|4060|32.355|6.457
2021|Transactions of the Association for Computational Linguistics|2530|25.299|16.105
2022|Transactions of the Association for Computational Linguistics|2530|12.85|12.85
2021|IEEE Transactions on Intelligent Vehicles|1666|13.509|8.5
2022|IEEE Transactions on Intelligent Vehicles|1666|10.277|5.268
2021|CAAI Transactions on Intelligence Technology|812|19.346|11.361
2021|IEEE Transactions on Emerging Topics in Computational Intelligence|1266|10.914|6.063
2022|IEEE Transactions on Emerging Topics in Computational Intelligence|1266|8.911|4.06
2021|Machine Learning: Science and Technology|791|14.947|8.934
2022|Machine Learning: Science and Technology|791|11.063|5.05
2021|Advanced Intelligent Systems|1841|14.37|7.072
2022|Advanced Intelligent Systems|1841|11.005|3.707
