Rank,Full Journal Title,JCR Abbreviated Title,Category,ISSN,Total Cites,Journal Impact Factor,Impact Factor without Journal Self Cites,5-Year Impact Factor,Immediacy Index,Eigenfactor Score,Article Influence Score,Average Journal Impact Factor Percentile
562,JOURNAL OF EXPERIMENTAL & CLINICAL CANCER RESEARCH,J EXP CLIN CANC RES,ONCOLOGY,1756-9966,"5,661",6.217,5.813,5.280,0.887,0.008740,0.975,85.360
563,CANADIAN MEDICAL ASSOCIATION JOURNAL,CAN MED ASSOC J,"MEDICINE, GENERAL & INTERNAL",0820-3946,"14,191",6.210,5.758,6.905,2.563,0.016510,2.657,91.234
564,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,J INT BUS STUD,MANAGEMENT,0047-2506,"12,782",6.198,5.050,8.446,1.04,0.007470,2.241,95.648
565,BRAIN PATHOLOGY,BRAIN PATHOL,CLINICAL NEUROLOGY,1015-6305,"4,952",6.187,6.008,5.564,2.188,0.007750,1.832,91.631
565,BRAIN PATHOLOGY,BRAIN PATHOL,NEUROSCIENCES,1015-6305,"4,952",6.187,6.008,5.564,2.188,0.007750,1.832,91.631
565,BRAIN PATHOLOGY,BRAIN PATHOL,PATHOLOGY,1015-6305,"4,952",6.187,6.008,5.564,2.188,0.007750,1.832,91.631
566,EBioMedicine,EBIOMEDICINE,"MEDICINE, RESEARCH & EXPERIMENTAL",2352-3964,"3,378",6.183,6.053,6.112,1.388,0.015290,2.260,90.602
567,CRITICAL REVIEWS IN PLANT SCIENCES,CRIT REV PLANT SCI,PLANT SCIENCES,0735-2689,"3,185",6.162,6.135,6.515,0.467,0.002490,1.791,95.721
568,Materials Research Letters,MATER RES LETT,MATERIALS SCIENCE,2166-3831,907,6.161,5.919,6.156,2.212,0.003260,1.853,86.491
569,PLoS Pathogens,PLOS PATHOG,MICROBIOLOGY,1553-7366,"40,344",6.158,5.872,6.957,1.437,0.122380,2.627,92.719
569,PLoS Pathogens,PLOS PATHOG,PARASITOLOGY,1553-7366,"40,344",6.158,5.872,6.957,1.437,0.122380,2.627,92.719
569,PLoS Pathogens,PLOS PATHOG,VIROLOGY,1553-7366,"40,344",6.158,5.872,6.957,1.437,0.122380,2.627,92.719
570,Social Issues and Policy Review,SOC ISS POLICY REV,"PSYCHOLOGY, SOCIAL",1751-2395,356,6.143,5.929,5.286,1.875,0.001240,2.575,97.422
570,Social Issues and Policy Review,SOC ISS POLICY REV,SOCIAL ISSUES,1751-2395,356,6.143,5.929,5.286,1.875,0.001240,2.575,97.422
571,BREAST CANCER RESEARCH,BREAST CANCER RES,ONCOLOGY,1465-542X,"11,022",6.142,5.977,6.272,0.847,0.020000,1.877,84.910
572,ACS Sustainable Chemistry & Engineering,ACS SUSTAIN CHEM ENG,"ENGINEERING, CHEMICAL",2168-0485,"12,770",6.140,5.286,6.415,1.081,0.027900,1.143,87.588
572,ACS Sustainable Chemistry & Engineering,ACS SUSTAIN CHEM ENG,"CHEMISTRY, MULTIDISCIPLINARY",2168-0485,"12,770",6.140,5.286,6.415,1.081,0.027900,1.143,87.588
572,ACS Sustainable Chemistry & Engineering,ACS SUSTAIN CHEM ENG,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY,2168-0485,"12,770",6.140,5.286,6.415,1.081,0.027900,1.143,87.588
573,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY,SEMIN CELL DEV BIOL,CELL BIOLOGY,1084-9521,"9,024",6.138,6.080,6.273,2.138,0.024200,2.396,85.965
573,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY,SEMIN CELL DEV BIOL,DEVELOPMENTAL BIOLOGY,1084-9521,"9,024",6.138,6.080,6.273,2.138,0.024200,2.396,85.965
574,ACS Macro Letters,ACS MACRO LETT,POLYMER SCIENCE,2161-1653,"8,551",6.131,5.797,6.015,1.255,0.031240,1.661,95.977
574,IEEE TRANSACTIONS ON MEDICAL IMAGING,IEEE T MED IMAGING,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS",0278-0062,"17,837",6.131,5.787,5.546,1.097,0.024200,1.733,94.738
574,IEEE TRANSACTIONS ON MEDICAL IMAGING,IEEE T MED IMAGING,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING",0278-0062,"17,837",6.131,5.787,5.546,1.097,0.024200,1.733,94.738
574,IEEE TRANSACTIONS ON MEDICAL IMAGING,IEEE T MED IMAGING,"ENGINEERING, ELECTRICAL & ELECTRONIC",0278-0062,"17,837",6.131,5.787,5.546,1.097,0.024200,1.733,94.738
574,IEEE TRANSACTIONS ON MEDICAL IMAGING,IEEE T MED IMAGING,"ENGINEERING, BIOMEDICAL",0278-0062,"17,837",6.131,5.787,5.546,1.097,0.024200,1.733,94.738
574,IEEE TRANSACTIONS ON MEDICAL IMAGING,IEEE T MED IMAGING,IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY,0278-0062,"17,837",6.131,5.787,5.546,1.097,0.024200,1.733,94.738
574,MOLECULAR ECOLOGY,MOL ECOL,ECOLOGY,0962-1083,"37,813",6.131,5.294,6.885,1.238,0.062120,2.208,89.973
574,MOLECULAR ECOLOGY,MOL ECOL,BIOCHEMISTRY & MOLECULAR BIOLOGY,0962-1083,"37,813",6.131,5.294,6.885,1.238,0.062120,2.208,89.973
574,MOLECULAR ECOLOGY,MOL ECOL,EVOLUTIONARY BIOLOGY,0962-1083,"37,813",6.131,5.294,6.885,1.238,0.062120,2.208,89.973
577,BRITISH JOURNAL OF DERMATOLOGY,BRIT J DERMATOL,DERMATOLOGY,0007-0963,"26,280",6.129,5.538,5.257,2.677,0.034830,1.583,94.444
578,PSYCHOLOGICAL SCIENCE,PSYCHOL SCI,"PSYCHOLOGY, MULTIDISCIPLINARY",0956-7976,"30,367",6.128,5.979,7.370,0.968,0.052750,3.430,94.444
579,AUTOMATICA,AUTOMATICA,"ENGINEERING, ELECTRICAL & ELECTRONIC",0005-1098,"36,936",6.126,5.728,6.595,1.31,0.064880,2.264,94.778
579,AUTOMATICA,AUTOMATICA,AUTOMATION & CONTROL SYSTEMS,0005-1098,"36,936",6.126,5.728,6.595,1.31,0.064880,2.264,94.778
580,Brain Stimulation,BRAIN STIMUL,CLINICAL NEUROLOGY,1935-861X,"4,263",6.120,5.662,5.896,1.4,0.014510,1.915,90.482
580,Brain Stimulation,BRAIN STIMUL,NEUROSCIENCES,1935-861X,"4,263",6.120,5.662,5.896,1.4,0.014510,1.915,90.482
581,Pigment Cell & Melanoma Research,PIGM CELL MELANOMA R,CELL BIOLOGY,1755-1471,"4,430",6.115,5.823,4.833,1.119,0.007840,1.585,85.684
581,Pigment Cell & Melanoma Research,PIGM CELL MELANOMA R,ONCOLOGY,1755-1471,"4,430",6.115,5.823,4.833,1.119,0.007840,1.585,85.684
581,Pigment Cell & Melanoma Research,PIGM CELL MELANOMA R,DERMATOLOGY,1755-1471,"4,430",6.115,5.823,4.833,1.119,0.007840,1.585,85.684
582,Journal of Supply Chain Management,J SUPPLY CHAIN MANAG,MANAGEMENT,1523-2409,"2,281",6.105,4.789,8.026,1.1,0.002590,1.648,96.890
582,Particle and Fibre Toxicology,PART FIBRE TOXICOL,TOXICOLOGY,1743-8977,"4,048",6.105,5.653,8.889,0.627,0.007890,2.113,95.213
584,Clinical Epigenetics,CLIN EPIGENETICS,ONCOLOGY,1868-7083,"2,172",6.091,5.866,5.799,0.496,0.007720,1.703,84.009
585,Environmental Science-Nano,ENVIRON SCI-NANO,"CHEMISTRY, MULTIDISCIPLINARY",2051-8153,"1,882",6.087,5.164,6.892,1.474,0.004480,1.408,84.316
585,Environmental Science-Nano,ENVIRON SCI-NANO,ENVIRONMENTAL SCIENCES,2051-8153,"1,882",6.087,5.164,6.892,1.474,0.004480,1.408,84.316
585,Environmental Science-Nano,ENVIRON SCI-NANO,NANOSCIENCE & NANOTECHNOLOGY,2051-8153,"1,882",6.087,5.164,6.892,1.474,0.004480,1.408,84.316
586,ARTERIOSCLEROSIS THROMBOSIS AND VASCULAR BIOLOGY,ARTERIOSCL THROM VAS,HEMATOLOGY,1079-5642,"34,074",6.086,5.226,6.137,1.606,0.044820,2.019,91.257
586,ARTERIOSCLEROSIS THROMBOSIS AND VASCULAR BIOLOGY,ARTERIOSCL THROM VAS,PERIPHERAL VASCULAR DISEASE,1079-5642,"34,074",6.086,5.226,6.137,1.606,0.044820,2.019,91.257
587,CANCER AND METASTASIS REVIEWS,CANCER METAST REV,ONCOLOGY,0167-7659,"6,106",6.081,5.980,6.817,0.837,0.006870,1.757,83.559
588,NEUROPATHOLOGY AND APPLIED NEUROBIOLOGY,NEUROPATH APPL NEURO,CLINICAL NEUROLOGY,0305-1846,"3,654",6.059,5.863,5.084,2.886,0.006350,1.689,90.615
588,NEUROPATHOLOGY AND APPLIED NEUROBIOLOGY,NEUROPATH APPL NEURO,NEUROSCIENCES,0305-1846,"3,654",6.059,5.863,5.084,2.886,0.006350,1.689,90.615
588,NEUROPATHOLOGY AND APPLIED NEUROBIOLOGY,NEUROPATH APPL NEURO,PATHOLOGY,0305-1846,"3,654",6.059,5.863,5.084,2.886,0.006350,1.689,90.615
589,AMERICAN JOURNAL OF SPORTS MEDICINE,AM J SPORT MED,SPORT SCIENCES,0363-5465,"32,251",6.057,5.312,6.699,1.04,0.041740,1.785,97.515
589,AMERICAN JOURNAL OF SPORTS MEDICINE,AM J SPORT MED,ORTHOPEDICS,0363-5465,"32,251",6.057,5.312,6.699,1.04,0.041740,1.785,97.515
590,ALLERGY,ALLERGY,IMMUNOLOGY,0105-4538,"16,476",6.048,5.663,6.549,2.305,0.025790,1.939,85.615
590,ALLERGY,ALLERGY,ALLERGY,0105-4538,"16,476",6.048,5.663,6.549,2.305,0.025790,1.939,85.615
591,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM,J CEREBR BLOOD F MET,NEUROSCIENCES,0271-678X,"19,450",6.045,5.693,6.030,1.946,0.028280,1.895,88.990
591,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM,J CEREBR BLOOD F MET,ENDOCRINOLOGY & METABOLISM,0271-678X,"19,450",6.045,5.693,6.030,1.946,0.028280,1.895,88.990
591,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM,J CEREBR BLOOD F MET,HEMATOLOGY,0271-678X,"19,450",6.045,5.693,6.030,1.946,0.028280,1.895,88.990
592,ANALYTICAL CHEMISTRY,ANAL CHEM,"CHEMISTRY, ANALYTICAL",0003-2700,"123,665",6.042,5.172,6.035,1.122,0.153250,1.371,95.625
593,IEEE Vehicular Technology Magazine,IEEE VEH TECHNOL MAG,"ENGINEERING, ELECTRICAL & ELECTRONIC",1556-6072,"1,154",6.038,5.981,5.107,0.7,0.003230,1.577,95.173
593,IEEE Vehicular Technology Magazine,IEEE VEH TECHNOL MAG,TELECOMMUNICATIONS,1556-6072,"1,154",6.038,5.981,5.107,0.7,0.003230,1.577,95.173
593,IEEE Vehicular Technology Magazine,IEEE VEH TECHNOL MAG,TRANSPORTATION SCIENCE & TECHNOLOGY,1556-6072,"1,154",6.038,5.981,5.107,0.7,0.003230,1.577,95.173
594,ACTA MATERIALIA,ACTA MATER,MATERIALS SCIENCE,1359-6454,"63,701",6.036,5.330,6.174,1.576,0.083780,1.673,92.737
594,ACTA MATERIALIA,ACTA MATER,METALLURGY & METALLURGICAL ENGINEERING,1359-6454,"63,701",6.036,5.330,6.174,1.576,0.083780,1.673,92.737
595,Emerging Microbes & Infections,EMERG MICROBES INFEC,MICROBIOLOGY,2222-1751,"1,318",6.032,5.737,6.225,0.845,0.005910,2.144,85.974
595,Emerging Microbes & Infections,EMERG MICROBES INFEC,IMMUNOLOGY,2222-1751,"1,318",6.032,5.737,6.225,0.845,0.005910,2.144,85.974
596,Annual Review of Environment and Resources,ANNU REV ENV RESOUR,ENVIRONMENTAL SCIENCES,1543-5938,"3,537",6.025,5.925,9.870,0.48,0.004500,3.266,95.419
596,Annual Review of Environment and Resources,ANNU REV ENV RESOUR,ENVIRONMENTAL STUDIES,1543-5938,"3,537",6.025,5.925,9.870,0.48,0.004500,3.266,95.419
598,DIABETOLOGIA,DIABETOLOGIA,ENDOCRINOLOGY & METABOLISM,0012-186X,"28,810",6.023,5.823,6.365,1.826,0.048370,2.351,89.161
599,FREE RADICAL BIOLOGY AND MEDICINE,FREE RADICAL BIO MED,ENDOCRINOLOGY & METABOLISM,0891-5849,"40,089",6.020,5.674,6.326,1.681,0.043060,1.538,87.638
599,FREE RADICAL BIOLOGY AND MEDICINE,FREE RADICAL BIO MED,BIOCHEMISTRY & MOLECULAR BIOLOGY,0891-5849,"40,089",6.020,5.674,6.326,1.681,0.043060,1.538,87.638
600,CRITICAL REVIEWS IN FOOD SCIENCE AND NUTRITION,CRIT REV FOOD SCI,FOOD SCIENCE & TECHNOLOGY,1040-8398,"10,197",6.015,5.922,6.656,2.119,0.011670,1.450,95.906
600,CRITICAL REVIEWS IN FOOD SCIENCE AND NUTRITION,CRIT REV FOOD SCI,NUTRITION & DIETETICS,1040-8398,"10,197",6.015,5.922,6.656,2.119,0.011670,1.450,95.906
601,Acta Pharmaceutica Sinica B,ACTA PHARM SIN B,PHARMACOLOGY & PHARMACY,2211-3835,"1,600",6.014,5.806,Not Available,0.934,0.004150,2.166,94.061
601,Nanophotonics,NANOPHOTONICS-BERLIN,"PHYSICS, APPLIED",2192-8606,"1,196",6.014,5.768,7.020,1.929,0.005120,2.529,85.171
601,Nanophotonics,NANOPHOTONICS-BERLIN,MATERIALS SCIENCE,2192-8606,"1,196",6.014,5.768,7.020,1.929,0.005120,2.529,85.171
601,Nanophotonics,NANOPHOTONICS-BERLIN,OPTICS,2192-8606,"1,196",6.014,5.768,7.020,1.929,0.005120,2.529,85.171
601,Nanophotonics,NANOPHOTONICS-BERLIN,NANOSCIENCE & NANOTECHNOLOGY,2192-8606,"1,196",6.014,5.768,7.020,1.929,0.005120,2.529,85.171
603,ULTRASONICS SONOCHEMISTRY,ULTRASON SONOCHEM,"CHEMISTRY, MULTIDISCIPLINARY",1350-4177,"14,026",6.012,4.446,5.737,2.484,0.014300,0.817,90.275
603,ULTRASONICS SONOCHEMISTRY,ULTRASON SONOCHEM,ACOUSTICS,1350-4177,"14,026",6.012,4.446,5.737,2.484,0.014300,0.817,90.275
604,JOURNAL OF BUSINESS VENTURING,J BUS VENTURING,BUSINESS,0883-9026,"9,828",6.000,5.427,9.069,0.667,0.007810,2.626,93.214
604,MILBANK QUARTERLY,MILBANK Q,HEALTH CARE SCIENCES & SERVICES,0887-378X,"3,552",6.000,5.875,7.194,0.9,0.005590,3.940,98.253
604,MILBANK QUARTERLY,MILBANK Q,HEALTH POLICY & SERVICES,0887-378X,"3,552",6.000,5.875,7.194,0.9,0.005590,3.940,98.253
604,PROGRESS IN NUCLEAR MAGNETIC RESONANCE SPECTROSCOPY,PROG NUCL MAG RES SP,"CHEMISTRY, PHYSICAL",0079-6565,"2,769",6.000,5.844,8.584,2.118,0.003980,3.246,88.268
604,PROGRESS IN NUCLEAR MAGNETIC RESONANCE SPECTROSCOPY,PROG NUCL MAG RES SP,SPECTROSCOPY,0079-6565,"2,769",6.000,5.844,8.584,2.118,0.003980,3.246,88.268
604,PROGRESS IN NUCLEAR MAGNETIC RESONANCE SPECTROSCOPY,PROG NUCL MAG RES SP,"PHYSICS, ATOMIC, MOLECULAR & CHEMICAL",0079-6565,"2,769",6.000,5.844,8.584,2.118,0.003980,3.246,88.268
608,LAB ON A CHIP,LAB CHIP,"CHEMISTRY, MULTIDISCIPLINARY",1473-0197,"29,513",5.995,5.207,6.283,1.463,0.051340,1.447,86.179
608,LAB ON A CHIP,LAB CHIP,NANOSCIENCE & NANOTECHNOLOGY,1473-0197,"29,513",5.995,5.207,6.283,1.463,0.051340,1.447,86.179
608,LAB ON A CHIP,LAB CHIP,"CHEMISTRY, ANALYTICAL",1473-0197,"29,513",5.995,5.207,6.283,1.463,0.051340,1.447,86.179
608,LAB ON A CHIP,LAB CHIP,'BIOCHEMICAL RESEARCH METHODS,1473-0197,"29,513",5.995,5.207,6.283,1.463,0.051340,1.447,86.179
609,ISPRS JOURNAL OF PHOTOGRAMMETRY AND REMOTE SENSING,ISPRS J PHOTOGRAMM,"GEOSCIENCES, MULTIDISCIPLINARY",0924-2716,"8,535",5.994,5.249,6.592,0.944,0.015870,1.509,95.585
609,ISPRS JOURNAL OF PHOTOGRAMMETRY AND REMOTE SENSING,ISPRS J PHOTOGRAMM,IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY,0924-2716,"8,535",5.994,5.249,6.592,0.944,0.015870,1.509,95.585
609,ISPRS JOURNAL OF PHOTOGRAMMETRY AND REMOTE SENSING,ISPRS J PHOTOGRAMM,REMOTE SENSING,0924-2716,"8,535",5.994,5.249,6.592,0.944,0.015870,1.509,95.585
610,DIABETES OBESITY & METABOLISM,DIABETES OBES METAB,ENDOCRINOLOGY & METABOLISM,1462-8902,"8,680",5.980,5.433,5.888,1.982,0.022060,1.872,87.762
611,Journal of Materials Chemistry C,J MATER CHEM C,"PHYSICS, APPLIED",2050-7526,"29,929",5.976,5.387,5.688,1.308,0.076910,1.133,86.041
611,Journal of Materials Chemistry C,J MATER CHEM C,MATERIALS SCIENCE,2050-7526,"29,929",5.976,5.387,5.688,1.308,0.076910,1.133,86.041
612,JOURNAL OF NEUROSCIENCE,J NEUROSCI,NEUROSCIENCES,0270-6474,"176,157",5.970,5.640,6.517,1.157,0.265950,2.654,88.697
613,METABOLISM-CLINICAL AND EXPERIMENTAL,METABOLISM,ENDOCRINOLOGY & METABOLISM,0026-0495,"13,117",5.963,5.427,4.647,1.118,0.016570,1.259,87.063
614,GLOBAL ECOLOGY AND BIOGEOGRAPHY,GLOBAL ECOL BIOGEOGR,ECOLOGY,1466-822X,"10,294",5.958,5.630,7.315,1.072,0.023170,2.711,95.147
615,ADDICTION,ADDICTION,PSYCHIATRY-SSCI,0965-2140,"18,607",5.953,5.507,6.039,3.062,0.028990,2.127,94.573
615,ADDICTION,ADDICTION,PSYCHIATRY-SSCI,0965-2140,"18,607",5.953,5.507,6.039,3.062,0.028990,2.127,94.573
615,ADDICTION,ADDICTION,SUBSTANCE ABUSE-SCIE,0965-2140,"18,607",5.953,5.507,6.039,3.062,0.028990,2.127,94.573
615,ADDICTION,ADDICTION,SUBSTANCE ABUSE-SSCI,0965-2140,"18,607",5.953,5.507,6.039,3.062,0.028990,2.127,94.573
617,PLANT PHYSIOLOGY,PLANT PHYSIOL,PLANT SCIENCES,0032-0889,"75,249",5.949,5.476,6.620,1.542,0.071020,2.113,95.270
618,PHYSIOLOGY,PHYSIOLOGY,PHYSIOLOGY,1548-9213,"3,235",5.947,5.934,6.553,2.206,0.005780,2.343,95.783
619,Advances in Immunology,ADV IMMUNOL,IMMUNOLOGY,0065-2776,"2,423",5.935,5.935,6.032,1.368,0.004250,2.491,82.903
620,Acta Physiologica,ACTA PHYSIOL,PHYSIOLOGY,1748-1708,"4,489",5.930,4.257,4.155,2.81,0.008330,1.041,94.578
621,BRITISH JOURNAL OF CANCER,BRIT J CANCER,ONCOLOGY,0007-0920,"46,723",5.922,5.779,5.950,0.985,0.065130,1.721,83.108
622,TOURISM MANAGEMENT,TOURISM MANAGE,MANAGEMENT,0261-5177,"17,967",5.921,5.167,7.080,1.088,0.011750,1.007,97.390
622,TOURISM MANAGEMENT,TOURISM MANAGE,ENVIRONMENTAL STUDIES,0261-5177,"17,967",5.921,5.167,7.080,1.088,0.011750,1.007,97.390
622,TOURISM MANAGEMENT,TOURISM MANAGE,"HOSPITALITY, LEISURE, SPORT & TOURISM",0261-5177,"17,967",5.921,5.167,7.080,1.088,0.011750,1.007,97.390
623,CHEMISTRY & BIOLOGY,CHEM BIOL,BIOCHEMISTRY & MOLECULAR BIOLOGY,1074-5521,"12,036",5.915,5.915,7.005,Not Available,0.022840,2.800,86.473
624,MACROMOLECULES,MACROMOLECULES,BIOCHEMISTRY & MOLECULAR BIOLOGY,0024-9297,"105,933",5.914,5.131,5.845,1.419,0.093960,1.357,94.828
624,MACROMOLECULES,MACROMOLECULES,POLYMER SCIENCE,0024-9297,"105,933",5.914,5.131,5.845,1.419,0.093960,1.357,94.828
625,Mobile DNA,MOBILE DNA-UK,GENETICS & HEREDITY,1759-8753,622,5.891,5.391,3.957,0.19,0.003000,1.878,90.351
626,CONSERVATION BIOLOGY,CONSERV BIOL,ECOLOGY,0888-8892,"20,885",5.890,5.617,5.755,1.43,0.020350,2.053,93.638
626,CONSERVATION BIOLOGY,CONSERV BIOL,ENVIRONMENTAL SCIENCES,0888-8892,"20,885",5.890,5.617,5.755,1.43,0.020350,2.053,93.638
626,CONSERVATION BIOLOGY,CONSERV BIOL,BIODIVERSITY CONSERVATION,0888-8892,"20,885",5.890,5.617,5.755,1.43,0.020350,2.053,93.638
627,IEEE TRANSACTIONS ON WIRELESS COMMUNICATIONS,IEEE T WIREL COMMUN,"ENGINEERING, ELECTRICAL & ELECTRONIC",1536-1276,"27,391",5.888,5.190,5.855,1.127,0.061630,1.643,92.707
627,IEEE TRANSACTIONS ON WIRELESS COMMUNICATIONS,IEEE T WIREL COMMUN,TELECOMMUNICATIONS,1536-1276,"27,391",5.888,5.190,5.855,1.127,0.061630,1.643,92.707
628,ADMINISTRATIVE SCIENCE QUARTERLY,ADMIN SCI QUART,BUSINESS,0001-8392,"17,865",5.878,5.829,8.663,1.333,0.008210,6.274,94.217
628,ADMINISTRATIVE SCIENCE QUARTERLY,ADMIN SCI QUART,MANAGEMENT,0001-8392,"17,865",5.878,5.829,8.663,1.333,0.008210,6.274,94.217
628,AMERICAN JOURNAL OF SURGICAL PATHOLOGY,AM J SURG PATHOL,SURGERY,0147-5185,"20,873",5.878,5.497,5.723,1.324,0.023060,1.617,93.628
628,AMERICAN JOURNAL OF SURGICAL PATHOLOGY,AM J SURG PATHOL,PATHOLOGY,0147-5185,"20,873",5.878,5.497,5.723,1.324,0.023060,1.617,93.628
630,CLADISTICS,CLADISTICS,EVOLUTIONARY BIOLOGY,0748-3007,"3,775",5.877,5.685,5.594,2.161,0.004220,1.858,86.735
631,BIOSCIENCE,BIOSCIENCE,BIOLOGY,0006-3568,"17,072",5.876,5.706,6.708,1.351,0.014390,2.480,94.706
632,Molecular Autism,MOL AUTISM,GENETICS & HEREDITY,2040-2392,"1,679",5.872,5.468,6.188,0.723,0.006320,2.004,89.040
632,Molecular Autism,MOL AUTISM,NEUROSCIENCES,2040-2392,"1,679",5.872,5.468,6.188,0.723,0.006320,2.004,89.040
632,Translational Neurodegeneration,TRANSL NEURODEGENER,NEUROSCIENCES,2047-9158,589,5.872,5.809,Not Available,0.8,0.002280,3.532,88.314
634,Environmental Science & Technology Letters,ENVIRON SCI TECH LET,ENVIRONMENTAL SCIENCES,2328-8930,"1,660",5.869,5.672,6.687,1.29,0.006270,1.978,90.662
634,Environmental Science & Technology Letters,ENVIRON SCI TECH LET,"ENGINEERING, ENVIRONMENTAL",2328-8930,"1,660",5.869,5.672,6.687,1.29,0.006270,1.978,90.662
635,BRITISH JOURNAL OF PSYCHIATRY,BRIT J PSYCHIAT,PSYCHIATRY-SSCI,0007-1250,"24,481",5.867,5.541,7.660,2.022,0.022960,2.657,91.901
635,BRITISH JOURNAL OF PSYCHIATRY,BRIT J PSYCHIAT,PSYCHIATRY-SSCI,0007-1250,"24,481",5.867,5.541,7.660,2.022,0.022960,2.657,91.901
637,IEEE Internet of Things Journal,IEEE INTERNET THINGS,"COMPUTER SCIENCE, INFORMATION SYSTEMS",2327-4662,"2,205",5.863,5.186,8.376,1.088,0.006630,2.056,93.613
637,IEEE Internet of Things Journal,IEEE INTERNET THINGS,"ENGINEERING, ELECTRICAL & ELECTRONIC",2327-4662,"2,205",5.863,5.186,8.376,1.088,0.006630,2.056,93.613
637,IEEE Internet of Things Journal,IEEE INTERNET THINGS,TELECOMMUNICATIONS,2327-4662,"2,205",5.863,5.186,8.376,1.088,0.006630,2.056,93.613
637,RESUSCITATION,RESUSCITATION,EMERGENCY MEDICINE,0300-9572,"13,781",5.863,4.321,5.244,1.049,0.025150,1.414,89.190
637,RESUSCITATION,RESUSCITATION,CRITICAL CARE MEDICINE,0300-9572,"13,781",5.863,4.321,5.244,1.049,0.025150,1.414,89.190
639,Internet and Higher Education,INTERNET HIGH EDUC,EDUCATION & EDUCATIONAL RESEARCH,1096-7516,"2,431",5.847,5.444,6.571,0.759,0.002810,1.216,99.370
640,GLIA,GLIA,NEUROSCIENCES,0894-1491,"13,417",5.846,5.331,6.151,1.769,0.020530,1.923,87.548
641,Wiley Interdisciplinary Reviews-RNA,WIRES RNA,CELL BIOLOGY,1757-7004,"2,142",5.844,5.656,6.004,1.632,0.009350,2.640,79.211
642,Clinical Journal of the American Society of Nephrology,CLIN J AM SOC NEPHRO,UROLOGY & NEPHROLOGY,1555-9041,"15,858",5.835,5.529,5.862,1.462,0.035740,2.140,91.447
643,Biomaterials Science,BIOMATER SCI-UK,"MATERIALS SCIENCE, BIOMATERIALS",2047-4830,"3,295",5.831,5.053,5.109,1.223,0.008260,1.022,89.394
644,Current Topics in Microbiology and Immunology,CURR TOP MICROBIOL,MICROBIOLOGY,0070-217X,"5,633",5.829,5.801,4.427,1.012,0.011740,1.671,84.929
644,Current Topics in Microbiology and Immunology,CURR TOP MICROBIOL,IMMUNOLOGY,0070-217X,"5,633",5.829,5.801,4.427,1.012,0.011740,1.671,84.929
645,IEEE Transactions on Information Forensics and Security,IEEE T INF FOREN SEC,"COMPUTER SCIENCE, THEORY & METHODS",1556-6013,"7,294",5.824,5.410,5.517,1.466,0.019910,1.565,93.873
645,IEEE Transactions on Information Forensics and Security,IEEE T INF FOREN SEC,"ENGINEERING, ELECTRICAL & ELECTRONIC",1556-6013,"7,294",5.824,5.410,5.517,1.466,0.019910,1.565,93.873
646,Nanotoxicology,NANOTOXICOLOGY,TOXICOLOGY,1743-5390,"4,346",5.811,5.305,6.218,1.237,0.008930,1.283,83.759
646,Nanotoxicology,NANOTOXICOLOGY,NANOSCIENCE & NANOTECHNOLOGY,1743-5390,"4,346",5.811,5.305,6.218,1.237,0.008930,1.283,83.759
647,BIORESOURCE TECHNOLOGY,BIORESOURCE TECHNOL,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,0960-8524,"101,191",5.807,4.404,5.978,1.108,0.109450,0.973,91.910
647,BIORESOURCE TECHNOLOGY,BIORESOURCE TECHNOL,ENERGY & FUELS,0960-8524,"101,191",5.807,4.404,5.978,1.108,0.109450,0.973,91.910
647,BIORESOURCE TECHNOLOGY,BIORESOURCE TECHNOL,AGRICULTURAL ENGINEERING,0960-8524,"101,191",5.807,4.404,5.978,1.108,0.109450,0.973,91.910
648,Comprehensive Physiology,COMPR PHYSIOL,PHYSIOLOGY,2040-4603,"3,159",5.797,5.695,8.180,0.981,0.013090,2.997,93.373
649,JOURNAL OF CLINICAL ENDOCRINOLOGY & METABOLISM,J CLIN ENDOCR METAB,ENDOCRINOLOGY & METABOLISM,0021-972X,"78,047",5.789,5.558,6.011,1.02,0.104690,2.001,86.364
649,Journal of Tissue Engineering,J TISSUE ENG,CELL & TISSUE ENGINEERING,2041-7314,439,5.789,5.684,Not Available,0.212,0.001000,3.822,85.417
651,NUTRITION REVIEWS,NUTR REV,NUTRITION & DIETETICS,0029-6643,"7,526",5.788,5.705,7.281,1.469,0.010600,2.138,93.210
652,CURRENT OPINION IN COLLOID & INTERFACE SCIENCE,CURR OPIN COLLOID IN,"CHEMISTRY, PHYSICAL",1359-0294,"6,919",5.785,5.620,7.188,1.545,0.007270,1.947,79.795
