DOI,Título,Autores,Año,Citas,Revista
10.1080/09528130412331294724,Hybrid AI/control system interactions and analysis,Carl Glen Henshaw and Robert M. Sanner,2004,1,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2020.1721568,A Two-Level Function Evaluation Management Model for Multi-Population Methods in Dynamic Environments: Hierarchical Learning Automata Approach,Javidan Kazemi Kordestani and Mohammad Reza Meybodi and Amir Masoud Rahmani,2021,5,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2017.1280089,Summarisation of weighted networks,Fang Zhou and Qiang Qu and Hannu Toivonen,2017,8,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2021.1966841,The role of an ant colony optimisation algorithm in solving the major issues of the cloud computing,Saied Asghari and Nima Jafari Navimipour,2021,3,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2022.2117422,Development of human decision making model with consideration of human factors through reinforcement learning and prospect utility theory,Nimisha Gupta and Mitul Kumar Ahirwal and Mithilesh Atulkar,2022,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2021.1883745,Multi-feature fusion refine network for video captioning,Guan-Hong Wang and Ji-Xiang Du and Hong-Bo Zhang,2022,2,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2010.545998,An intrusion detection approach based on multiple rough classifiers integration,Lin Feng,2011,3,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2020.1808081,Prediction of fluid interface between dispersed and matrix phases by Lattice Boltzmann-adaptive network-based fuzzy inference system,Hao Liang and Meisam Babanezhad and Narjes Nabipour and Maryam Heidarifard and Mashallah Rezakazemi and Saeed Shirazian,2021,1,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2013.784811,Rough set-based approach for automated discovery of censored production rules,Prerna Mahajan and Rekha Kandwal and Ritu Vijay,2014,1,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2014.895107,GOLEM: towards an AGI meta-architecture enabling both goal preservation and radical self-improvement,Ben Goertzel,2014,3,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130310001611586,Multiple-agents to identify and separate touching digits in unconstrained handwritten Hindi numerals,Reda Alhajj and Faruk Polat,2003,2,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2019.1694591,Enhanced Optimizer Algorithm and its Application to Software Testing,Sandi N. Fakhouri and Amjad Hudaib and Hussam N. Fakhouri,2020,3,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2016.1199601,Trust estimation of the semantic web using semantic web clustering,Hossein Shirgahi and Mehran Mohsenzadeh and Hamid Haj Seyyed Javadi,2017,10,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2018.1467498,A novel clustering algorithm for attributed graphs based on K-medoid algorithm,Saeed Farzi and Sahar Kianian,2018,5,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2010.490962,A semantic framework for automatic generation of computational workflows using distributed data and component catalogues,Yolanda Gil and Pedro A. González-Calero and Jihie Kim and Joshua Moody and Varun Ratnakar,2011,37,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130110067133,Error dynamics: the dynamic emergence of error avoidance and error vicariants,Mark H. Bickhard,2001,12,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130512331315909,Knowledge discovery: dedicated to Jan M. Żytkow,Zbigniew W. Raś *,2005,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130119953,Mixing expressiveness and efficiency in a manufacturing planner,Luis Castillo and Juan Fdez-Olivares and Antonio GonzÁlez,2001,5,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2022.2115141,Multi-classifier and meta-heuristic based cache pollution attacks and interest flooding attacks detection and mitigation model for named data networking,Buvanesvari R. and Suresh Joseph K,2022,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2017.1409276,Machine learning techniques to predict sensitive patterns to fault attack in the Java Card application,Yahiaoui Chahrazed and Lanet Jean-Louis and Mezghiche Mohamed and Tamine Karim,2018,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813021000055630,Are receptors representations?,William Ramsey,2003,3,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2022.2078886,Evolutionary multi-objective customer segmentation approach based on descriptive and predictive behaviour of customers: application to the banking sector,Chiheb-Eddine Ben Ncir and Mohamed Ben Mzoughia and Alaa Qaffas and Waad Bouaguel,2022,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2021.1966840,Stability for a retarded impulsive Cohen–Grossberg BAM neural network system,Sakina Othmani and Nasser-eddine Tatar,2021,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2010.490961,Transformation of optimal planning problems,Martin C. Cooper and Marie de Roquemaurel and Pierre Régnier,2011,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130600759228,Principled exploitation of behavioural coupling,Chris Thornton,2006,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2021.1882003,Detection of AAC compression using MDCT-based features and supervised learning,José Juan García-Hernández and Wilfrido Gómez-Flores,2022,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2021.1883744,New findings on global exponential stability of inertial neural networks with both time-varying and distributed delays,Qian Cao and Guoqiu Wang,2022,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2022.2149861,Preserving sensitive data with deep learning assisted sanitisation process,S. Mohana and C. Shyamala and E. Shapna Rani and M. Ambika,2022,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2016.1212105,Shadow detection of moving objects based on multisource information in Internet of things,Zhen Ma and De-gan Zhang and Jie Chen and Yue-xian Hou,2017,37,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2015.1042533,CMOS analogue amplifier circuits optimisation using hybrid backtracking search algorithm with differential evolution,S. Mallick and R. Kar and D. Mandal and S.P. Ghoshal,2016,14,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/095281300409793,Dynamic adaptive autonomy in multi-agent systems,K. Suzanne Barber and Anuj Goel and Cheryl E. Martin,2000,49,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130410001712862,Some approaches to analogical mapping with structure-sensitive distributed representations,Dmitri A. Rachkovskij,2004,17,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2019.1572658,Monitoring air pollution by deep features and extreme learning machine,Seyyed Amirhosein Rahimi and Hedieh Sajedi,2019,6,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2016.1148076,Why build a virtual brain? Large-scale neural simulations as jump start for cognitive computing,Matteo Colombo,2017,7,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/095281300146290,Anytime coalition structure generation: an average case study,Kate S. Larson and Tuomas W. Sandholm,2000,26,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2023.2183266,Knowledge structure construction and skill reduction methods based on multi-scale context,Yinfeng Zhou and Jinjin Li and Hailong Yang and Qingyuan Xu and Yueli Zhou,2023,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2017.1413142,A new dandelion algorithm and optimization for extreme learning machine,Changqing Gong and Shoufei Han and Xiguang Li and Liang Zhao and Xiaojing Liu,2018,8,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2021.1957024,Explainable spiking neural network for real time feature classification,Szymon Szczęsny and Damian Huderek and Łukasz Przyborowski,2023,1,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130210164170,Comparing performance of algorithms for generating concept lattices,Sergei O. Kuznetsov and Sergei A. Obiedkov,2002,299,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130110100289,Homo sapiens 2.0: why we should build the better robots of our nature,Eric Dietrich,2001,13,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2014.954631,Agent-based modelling of excitation propagation in social media groups,D. Plikynas and A. Raudys and S. Raudys,2015,5,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2023.2165720,Periodic dynamic on a class of neutral-type Rayleigh equations incorporating D operators,Yanli Xu,2023,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2019.1647562,Population subset selection for the use of a validation dataset for overfitting control in genetic programming,Daniel Rivero and Enrique Fernandez-Blanco and Carlos Fernandez-Lozano and Alejandro Pazos,2020,4,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2018.1544283,A novel Bayesian deep learning methodology for enhanced foetal cardiac signal mining,D. J. Jagannath and D. Raveena Judie Dolly and J. Dinesh Peter,2019,6,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2014.940685,Abstraction of levels of abstraction,Jean-Gabriel Ganascia,2015,4,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2014.940139,The symbol grounding problem … remains unsolved,Selmer Bringsjord,2015,9,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2022.2153275,Anti-periodic stability on a class of neutral-type Rayleigh equations involving D operators,Weiping Fan,2022,1,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2014.948315,Behind the mask: machine morality,Keith Miller and Marty J. Wolf and Frances Grodzinsky,2015,4,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2017.1354080,Rough set classification based on quantum logic,Yasser F. Hassan,2017,5,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2018.1430856,Modeling agent’s preferences by its designer’s social value orientation,Inon Zuckerman and Kan-Leung Cheng and Dana S. Nau,2018,8,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2022.2153277,Chunk-based incremental feature learning for credit-card fraud data stream,Armin Sadreddin and Samira Sadaoui,2022,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2023.2165714,KreolStem: A hybrid language-dependent stemmer for Kreol Morisien,Baby Gobin-Rahimbux and Ishwaree Maudhoo and Nuzhah Gooda Sahib,2023,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2013.782352,Sentiment classification of online reviews: using sentence-based language model,Hongwei Wang and Pei Yin and Lijuan Zheng and James N.K. Liu,2014,21,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2018.1549109,Stability and iterative convergence of water cycle algorithm for computationally expensive and combinatorial Internet shopping optimisation problems,Hassan Sayyaadi and Ali Sadollah and Anupam Yadav and Neha Yadav,2019,8,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2022.2125080,"Gamification in training with next generation AI- virtual reality, animation design and immersive technology",Abhishek Kumar,2022,2,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813021000047170,Recognition of handwritten Hindu numerals using structural descriptors,Ashraf Elnagar and Saad Harous,2003,7,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2015.1020517,An analysis of value function learning with piecewise linear control,Onder Tutsoy and Martin Brown,2016,11,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2017.1421266,Discrete bacteria foraging optimization algorithm for graph based problems – a transition from continuous to discrete,Chiranjib Sur and Anupam Shukla,2018,2,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/095281300454793,Validation and verification of intelligent systems - what are they and how are they different?,Avelino J. Gonzalez and Valerie Barr,2000,28,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2016.1259270,DSolving: a novel and efficient intelligent algorithm for large-scale sliding puzzles,GuiPing Wang and Ren Li,2017,2,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2010.502312,Using analogical model formulation with sketches to solve Bennett Mechanical Comprehension Test problems,Matthew Klenk and Ken Forbus and Emmett Tomai and Hyeonkyeong Kim,2011,9,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2012.721010,Naive Bayes text classifiers: a locally weighted learning approach,Liangxiao Jiang and Zhihua Cai and Harry Zhang and Dianhong Wang,2013,68,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2019.1631392,Indian language identification using time-frequency image textural descriptors and GWO-based feature selection,Amit A. Chowdhury and Vaibhav S. Borkar and Gajanan K. Birajdar,2020,15,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2014.895110,Risks of general artificial intelligence,Vincent C. Müller,2014,18,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2022.2092558,Improving the performance of deep learning-based classification when a sample has various appearances,Guanghao Jin and Yuming Jiao and Jianming Wang and Ming Ma and Qingzeng Song,2022,1,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130210153505,Too many instincts: contrasting philosophical views on intelligence in humans and non-humans,Susan G. Sterrett,2002,7,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2010.503342,Human-like learning in a conscious agent,U. Faghihi and P. Poirier and P. Fournier-Viger and R. Nkambou,2011,7,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130701191560,The importance of cognitive architectures: an analysis based on CLARION,Ron Sun,2007,79,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2019.1610799,A novel ensembling method to boost performance of neural networks,Manomita Chakraborty and Saroj Kumar Biswas and Biswajit Purkayastha,2020,5,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130412331294715,Making meaning happen,Patrick Grim and Trina Kokalis and Ali Alai-Tafti and Nicholas Kilb and Paul St Denis,2004,7,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2020.1801853,A new colour image copyright protection approach using evolution-based dual watermarking,Saad M. Darwish and Osama F. Hassan,2021,1,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2014.971466,Cuckoo search (CS)-NFC-based UPQC for compensating voltage sag of nonlinear load,K.R. Suja and Jacob Raglend,2015,2,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2017.1310309,Maclaurin symmetric mean operators of linguistic intuitionistic fuzzy numbers and their application to multiple-attribute decision-making,Peide Liu and Xiyou Qin,2017,63,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2014.971442,Optimal path planning for a mobile robot using cuckoo search algorithm,Prases K. Mohanty and Dayal R. Parhi,2016,106,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2018.1544280,Knowledge-oriented task and motion planning for multiple mobile robots,Aliakbar Akbari and n.m. Muhayyuddin and Jan Rosell,2019,9,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130512331315864,Measuring expected effects of interventions based on decision rules,Salvatore Greco and Benedetto Matarazzo and Nello Pappalardo and Roman Slowinski *,2005,36,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2018.1552316,Elephant detection using boundary sense deep learning (BSDL) architecture,Jerline Sheebha Anni Dhanaraj and Arun Kumar Sangaiah,2021,9,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2014.977830,Prominent feature extraction for review analysis: an empirical study,Basant Agarwal and Namita Mittal,2016,39,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2021.1960638,Efficacy Determination of Various Base Networks in Single Shot Detector for Automatic Mask Localisation in a Post COVID Setup,Gaurav Jee and Harshvardhan Gm and Mahendra Kumar Gourisaria and Vijander Singh and Siddharth Swarup Rautaray and Manjusha Pandey,2023,1,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2022.2061606,A Novel Approach of Linguistic Picture Fuzzy Dombi Heronian Mean Operators and their Application to Emergency Program Selection,Muhammad Qiyas and Saleem Abdullah and Saifullah Khan,2023,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2021.2021300,Early diagnosis of COVID-19 patients using deep learning-based deep forest model,Dilbag Singh and Vijay Kumar and Manjit Kaur and Rajani Kumari,2023,3,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2022.2058619,AIDrugApp: artificial intelligence-based Web-App for virtual screening of inhibitors against SARS-COV-2,Divya Karade and Vikas Karade,2023,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2017.1309691,Designing (artificial) people to serve – the other side of the coin,Maciej Musiał,2017,6,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2016.1259265,Time series regression-based pairs trading in the Korean equities market,Saejoon Kim and Jun Heo,2017,11,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2019.1694589,Interval-valued pythagorean fuzzy power average-based MULTIMOORA method for multi-criteria decision-making,Decui Liang and Adjei Peter Darko and Ju Zeng,2020,27,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2016.1198935,Symbiotic organisms search algorithm for dynamic economic dispatch with valve-point effects,Yusuf Sonmez and H. Tolga Kahraman and M. Kenan Dosoglu and Ugur Guvenc and Serhat Duman,2017,30,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130500466783,Modelling social norms in multiagent systems,Henry Hexmoor and Satish Gunnu Venkata and Donald Hayes,2006,21,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2014.993505,Effectively solving NP-SPEC encodings by translation to ASP,Mario Alviano and Wolfgang Faber,2015,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/13623079.2011.588252,Theoretic foundations of situating cognitive vision in robots and cognitive systems,Matthias J. Schlemmer and Markus Vincze,2012,2,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/095281300409810,The effects of uncertainty on plan success in a simulated maintenance robot domain,James P. Gunderson and W. N. Martin,2000,1,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130310001598438,Understanding as an interpretation in a shape understanding system,Zbigniew Les and Magdalena Les,2003,6,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2012.693664,Special issues on Epistemology of Modelling and Simulation,Patrick Grim,2012,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2010.524288,Uncertainty in bipolar preference problems,Stefano Bistarelli and Maria Silvia Pini and Francesca Rossi and Kristen Brent Venable,2011,4,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130118299,Knowledge Representation,,2001,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2014.924584,Low-rank matrix completion and cellular automaton modelling for interpolation,Junying Chen and Haoyu Zeng,2015,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2013.813974,To improve the quality of cluster ensembles by selecting a subset of base clusters,Hosein Alizadeh and Behrouz Minaei-Bidgoli and Hamid Parvin,2014,39,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130210164189,ZooM: a nested Galois lattices-based system for conceptual clustering,Nathalie Pernelle and Marie-Christine Rousset and Henry Soldano and Véronique Ventos,2002,31,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2019.1653384,A stigmergetic method based on vector pheromone for target search with swarm robots,Qirong Tang and Fangchao Yu and Yuan Zhang and Jingtao Zhang,2020,2,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2023.2165719,Multi-objective optimisation model and hybrid optimization algorithm for Electric Vehicle Charge Scheduling,Durga Mahato and Vikas Kumar Aharwal and Apurba Sinha,2023,1,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/095281300146335,Robustness of decentralized knowledge systems: a grammar-theoretic view,Jozef Kelemen and Gheorghe Paun,2000,3,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2015.1134679,Long-term knowledge acquisition using contextual information in a memory-inspired robot architecture,Ferdian Pratama and Fulvio Mastrogiovanni and Soon Geul Lee and Nak Young Chong,2017,3,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2014.924586,Argumentation-enabled interest-based personalised recommender system,Punam Bedi and Pooja Vashisth,2015,10,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2018.1509379,I-AHSDT: intrusion detection using adaptive dynamic directive operative fractional lion clustering and hyperbolic secant-based decision tree classifier,R. Ganeshan and S. Paul Rodrigues,2018,6,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2020.1789753,A multi-objective decomposition-based ant colony optimisation algorithm with negative pheromone,Jiaxu Ning and Qidong Zhao and Peng Sun and Yunfei Feng,2021,4,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2013.783154,The paradoxicality of consciousness: a sketch of a theory,Ben Irvine,2013,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2020.1785019,A review of approaches for topic detection in Twitter,Zeynab Mottaghinia and Mohammad-Reza Feizi-Derakhshi and Leili Farzinvash and Pedram Salehpour,2021,6,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2022.2153280,Improving flexibility in cloud computing using optimal multipurpose particle swarm algorithm with auction rules,Seyed Ebrahim Dashti and Mohammad Zolghadri and Fatemeh Moayedi,2022,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813021000047189,The computational limits to the cognitive power of the neuroidal tabula rasa,Jiří Wiedermann,2003,2,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130601052177,Study of classical conditioning inAplysiathrough the implementation of computational models of its learning circuit,A. Santos and A. Porto and J. Romero and A. Albó and A. Pazos,2007,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2017.1292318,Automated discovery systems and the inductivist controversy,Piotr Giza,2017,6,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2022.2079006,Group-based Pythagorean fuzzy soft sets with medical decision-making applications,Murat Kirişci,2022,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130600975634,Recent advances in artificial intelligence,Bhanu Prasad,2006,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2019.1592237,Method of intelligent support of decision-making at dispatching the geospatial processes,S.N. Potapychev and Y.A. Ivakin,2020,1,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2012.680072,Energy analysis for an executable program on a single computer based on BP neural network,Yiming Tan and Guosun Zeng and Lihua Yu,2013,5,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/095281300454784,Formal software development in the Verification Support Environment (VSE),Dieter Hutter and Bruno Langenstein and Georg Rock and Jörg H. Siekmann and Werner Stephan and Roland Vogt,2000,5,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2022.2090614,Data-driven reliable prediction of production indicators in the blast furnace using TS fuzzy neural network based on bat algorithm,Qiang Zhao and Yaxin Huo and Meng Li and Yinghua Han,2022,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2021.1966839,Weighted holoentropy-based features with optimised deep belief network for automatic sentiment analysis: reviewing product tweets,Hema Krishnan and M. Sudheep Elayidom and T. Santhanakrishnan,2021,1,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2021.1960632,Global exponential stability of memristor based uncertain neural networks with time-varying delays via Lagrange sense,R. Suresh and M. Syed Ali and Sumit Saroha,2023,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2021.1960629,Fusing clinical and image data for detecting the severity of breast cancer by a novel hierarchical approach,Zeinab Rahimi Rise and Masoud Mahootchi and Abbas Ahmadi,2023,1,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2022.2067247,A compact MLCP-based projection recurrent neural network model to solve shortest path problem,Mohammad Eshaghnezhad and Sohrab Effati and Amin Mansoori,2022,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2019.1704438,Cat Swarm Fractional Calculus optimization-based deep learning for artifact removal from EEG signal,Jayalaxmi Anem and G. Sateesh Kumar and R. Madhu,2020,3,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130500448211,Opportunistic behaviour in animals and robots,P Anselme,2006,4,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2010.535706,Testing variation of attention capacities in a complex auto-adaptive system: a Stroop task simulation,Othalia Larue and Pierre Poirier and Mickaël Camus,2012,1,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2013.808801,Techniques to enhance efficiency and effectiveness of inductive logic programming systems: the TWEETY approaches,Chongbing Liu and Enrico Pontelli,2014,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813021000034796,Effective Memory' and Turing's model of mind,Eli Dresner,2003,3,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2017.1409286,Cascade heterogeneous face sketch-photo synthesis via dual-scale Markov Network,Saisai Yao and Zhenxue Chen and Yunyi Jia and Chengyun Liu,2018,1,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130802319060,Introduction to the special issue on: pluralism and the future of cognitive science,Rick Dale,2008,5,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2012.693684,Mechanistic explanations and animal model simulations in neuroscience,Nina Atanasova Atanasova,2012,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2013.783151,Existence and ∃ xistence,Zach Weber and Heather Dyke,2013,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130903119336,Modelling and learning user preferences over sets,Kiri L. Wagstaff and Marie desJardins and Eric Eaton,2010,4,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2019.1572656,Comparison of the periimplant bone stress distribution on three fixed partial supported prosthesis designs under different loading. A 3D finite element analysis,Héctor deLlanos-Lanchares and Ángel Alvarez-Arenal and Javier Bobes Bascaran and Carlos González-Gutiérrez and Ana Suarez Sanchez and Francisco Blanco Álvarez,2019,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130600557838,Heterogeneous reasoning in learning to model,Keith Stenning and Melissa Gresalfi,2006,1,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2013.782976,People are more comfortable with paradox than commonly believed: paradox in film and fiction,Tara Fox Hall,2013,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2021.1952652,Crispr biosensing and Ai driven tools for detection and prediction of Covid-19,Abdullahi Umar Ibrahim and Pwadubashiyi Coston Pwavodi and Mehmet Ozsoz and Fadi Al-Turjman and Tirah Galaya and Joy Johnson Agbo,2021,3,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2021.1908430,Simultaneous localisation and mapping for autonomous underwater vehicle using a combined smooth variable structure filter and extended kalman filter,Fethi Demim and Souhila Benmansour and Nemra Abdelkrim and Abdenebi Rouigueb and Mustapha Hamerlain and Abdelouahab Bazoula,2022,3,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2023.2165723,A Novel Multispectral Maritime Target classification based on ThermalGAN (RGB-to-Thermal Image Translation),Bouchenafa Mohamed El Mahdi and Nemra Abdelkrim and Amamra Abdenour and Irki Zohir and Boubertakh Wassim and Demim Fethi,2023,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
